code,name,zone,address,sequence
"CORD4","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",1
"PRFL1","PR.FILIPA DE LENCASTRE","PRT1","R.CEUTA",2
"1AL6","AV.ALIADOS","PRT1","R.GUILHERME COSTA CARVALHO",3
"SCAT1","S.TA CATARINA","PRT1","R.FORMOSA",4
"PDR","LARGO DO PADRÃO","PRT1","R.FORMOSA",5
"C24A1","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",6
"BL4","BARROS LIMA","PRT1","AV.FERNÃO DE MAGALHÃES",7
"ESR1","ESC.SOARES DOS REIS","PRT1","AV.FERNÃO DE MAGALHÃES",8
"SCRP5","S. CRISPIM","PRT1","AV.FERNÃO MAGALHAES",9
"MAV1","MONTE AVENTINO","PRT1","AV.FERNÃO MAGALHAES",10
"ANT1","ANTAS (L. CIDADÃO)","PRT1","AV.FERNÃO MAGALHAES",11
"RC1","R. CONTUMIL","PRT3","AV.FERNÃO MAGALHAES",12
"BRCC1","BR. COSTA CABRAL","PRT3","AV.FERNÃO MAGALHAES",13
"STJ1","STA. JUSTA","PRT3","AV.FERNÃO MAGALHAES",14
"RGSM1","RODRIGUES SEMIDE","PRT3","AV.FERNÃO MAGALHAES",15
"ROTA2","ROT. DA AREOSA","PRT3","AV.FERNÃO MAGALHAES",16
"ARS5","AREOSA","PRT3","ESTR.CIRCUNVALAÇÃO",17
"ENX2","ENXURREIRAS","PRT3","TV.ENXURREIRAS",18
"ASP4","ASPRELA","PRT3","ESTR.CIRCUNVALAÇÃO",19
"HSJ10","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",20
"IPO4","IPO (CIRCUNVAL.)","PRT3","ESTR.CIRCUNVALAÇÃO",21
"HSJ8","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",22
