code,name,zone,address,sequence
"MPL3","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",1
"FG1","FARIA GUIMARÃES","PRT1","R.CONSTITUIÇÃO",2
"AQL1","ANTERO DE QUENTAL","PRT1","R.CONSTITUIÇÃO",3
"PISC","PISCINA CONSTIT.","PRT1","R.CONSTITUIÇÃO",4
"BSB","SAPADOR. BOMBEIROS","PRT1","R.CONSTITUIÇÃO",5
"BCG","BCG","PRT1","R.CONSTITUIÇÃO",6
"SPTO1","SERPA PINTO","PRT1","R.CONSTITUIÇÃO",7
"AVF2","AV.FRANÇA","PRT1","R.CONSTITUIÇÃO",8
"CSBV1","CASA DE SAÚDE DA BOAVISTA","PRT1","R.PEDRO HISPANO",9
"MRS2","MOREIRA SÁ","PRT1","R.5 OUTUBRO",10
"CMS1","CASA DA MÚSICA (METRO)","PRT1","CASA DA MÚSICA",11
"BCM1","BOAVISTA-CASA DA MÚSICA","PRT1","PR.MOUZINHO ALBUQUERQUE",12
"AGM1","AGRAMONTE","PRT1","AV.BOAVISTA",13
"ACRD1","ANTÓNIO CARDOSO","PRT1","AV.BOAVISTA",14
"BSS1","BESSA","PRT1","AV.BOAVISTA",15
"FOCO1","FOCO","PRT1","AV.BOAVISTA",16
"PINM1","PINHEIRO MANSO","PRT2","AV.BOAVISTA",17
"GC11","GOMES COSTA 1","PRT2","AV.MARECHAL GOMES COSTA",18
"SRV1","SERRALVES","PRT2","AV.MARECHAL GOMES COSTA",19
"JBR1","JOÃO BARROS","PRT2","AV.MARECHAL GOMES COSTA",20
"PVC1","PÊRO VAZ CAMINHA","PRT2","AV.MARECHAL GOMES COSTA",21
"PRI1","PR. DO IMPÉRIO","PRT2","AV.MARECHAL GOMES COSTA",22
"MFZ1","MERCADO DA FOZ","PRT2","PR.IMPÉRIO",23
"LIEG1","PR. DE LIÉGE","PRT2","PR.LIÉGE",24
"CRTO3","CRASTO","PRT2","R.MARECHAL SALDANHA",25
"MLH5","MOLHE","PRT2","R.MARECHAL SALDANHA",26
"FCH1","FUNCHAL","PRT2","R.MARECHAL SALDANHA",27
"HMLM3","HOMEM DO LEME","PRT2","AV.MONTEVIDEU",28
"TIM1","TIMOR","PRT2","AV.MONTEVIDEU",29
"CQ10","CASTELO DO QUEIJO","PRT2","PR.GONÇALVES ZARCO",30
