code,name,zone,address,sequence
"C24A3","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",1
"PDR3","LARGO DO PADRÃO","PRT1","R.COELHO NETO",2
"COLS","COLISEU DO PORTO","PRT1","R.PASSOS MANUEL",3
"PRDJ","PR. D. JOÃO I","PRT1","R.DR.MAGALHÃES LEMOS",4
"PRFL","PR.FILIPA DE LENCASTRE","PRT1","R.ELISIO DE MELO",5
"GGF","GUIL. G. FERNANDES","PRT1","PR.GUILHERME GOMES FERNANDES",6
"CMO","CARMO","PRT1","R.CARMO",7
"HSA5","HOSP. ST. ANTÓNIO","PRT1","R.D.MANUEL II",8
"PAL3","PALÁCIO","PRT1","R.JÚLIO DINIS",9
"PRG1","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",10
"BS1","BOAVISTA - B.SUCESSO","PRT1","R.JÚLIO DINIS",11
"BVCT1","BOAVISTA CORREIOS","PRT1","PR.MOUZINHO ALBUQUERQUE",12
"CZV3","CRUZ VERMELHA","PRT1","R.N.SRA.FÁTIMA",13
"RA1","RAMADA ALTA","PRT1","LGO.RAMADA ALTA",14
"MRR1","MARRACUENE","PRT1","R.BRITO CAPELO",15
"MTCV","MONTE CATIVO","PRT1","R.DAMIÃO GÓIS",16
"CTP","CLUBE TÉNIS PORTO","PRT1","R.DAMIÃO GÓIS",17
"AQL2","ANTERO DE QUENTAL","PRT1","R.DAMIÃO GÓIS",18
"FG2","FARIA GUIMARÃES","PRT1","R.JOÃO PEDRO RIBEIRO",19
"MPL11","MARQUÊS","PRT1","R.JOÃO PEDRO RIBEIRO",20
"RALG","R. DA ALEGRIA","PRT1","R.LATINO COELHO",21
"SI1","S.TO ISIDRO","PRT1","R.ALEGRIA",22
"ESCN1","ESCOLA NORMAL","PRT1","R.ALEGRIA",23
"MOR1","MOREIRA","PRT1","R.ALEGRIA",24
"STP1","SANTOS POUSADA","PRT1","R.MOREIRA",25
"MRD","MOREDA","PRT1","R.SANTOS POUSADA",26
"C24A3","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",27
