code,name,zone,address,sequence
"AANT5","ALAMEDA DAS ANTAS","PRT1","VIA FUTEBOL CLUBE DO PORTO",1
"EDRG1","ESTÁDIO DO DRAGÃO","PRT1","ALAM.DAS ANTAS",2
"CRJ1","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",3
"PCRJ1","PR. DA CORUJEIRA","PRT3","R.MAURICIO PEREIRA PINTO",4
"JFC","JUNTA FREG. CAMPANHÃ","PRT3","PR.CORUJEIRA",5
"FSTO1","FERR. DOS SANTOS","PRT3","R.ESCOLAS",6
"BFAL1","BR. FALCÃO","PRT3","R.FALCÃO",7
"MCAM3","MONTE CAMPANHÃ","PRT3","R.FALCÃO",8
"ICAM1","IGREJA CAMPANHÃ","PRT3","R.FALCÃO",9
"QBNJ2","QUINTA DE BONJÓIA","PRT3","R.BONJÓIA",10
"TBNJ2","TRAVESSA DE BONJÓIA","PRT3","R.BONJÓIA",11
"PINC2","PINHEIRO DE CAMPANHÃ","PRT1","R.BONJÓIA",12
"CMP5","CAMPANHÃ","PRT1","R.PINHEIRO CAMPANHÃ",13
"NDA1","NOEDA","PRT1","R.FREIXO",14
"EDP1","EDP","PRT1","R.FREIXO",15
"FRX3","FREIXO","PRT3","R.FREIXO",16
"RSH","SRA. DA HORA","PRT3","R.SRA.DA HORA",17
"SP3","S. PEDRO","PRT3","LGO.S.PEDRO CAMPANHÃ",18
"MERL","MEIRAL","PRT3","R.MEIRAL",19
"VML","VIELA MEIRAL","PRT3","R.MEIRAL",20
"LGT1","LAGARTEIRO","PRT3","TV.OUTEIRO TINE",21
"AZV1","AZEVEDO","PRT3","R.AZEVÊDO",22
"TVA1","TV. ALDEIA","PRT3","R. AREIAS",23
"PNG3","PÊGO NEGRO","PRT3","R. AREIAS",24
"JD1","JOÃO DE DEUS","PRT3","R. AREIAS",25
"AREI","AREIAS","PRT3","R. AREIAS",26
