code,name,zone,address,sequence
"VDE1","VILA D''ESTE","VNG2","R.JOSÉ PINTO CORREIA",1
"UVDE2","URB. VILA D''ESTE","VNG2","R.SALGUEIRO MAIA",2
"MIM2","MIMOSAS","VNG2","R.SALGUEIRO MAIA",3
"SALM2","SALGUEIRO MAIA","VNG2","R.SALGUEIRO MAIA",4
"MV2","MONTE DA VIRGEM","VNG2","R.CONCEIÇÃO FERNANDES",5
"HSS2","HOSP. SANTOS SILVA","VNG2","R.CONCEIÇÃO FERNANDES",6
"EMZ2","EGAS MONIZ","VNG2","R.CONCEIÇÃO FERNANDES",7
"SRD2","SARDOAL","VNG1","R.CONCEIÇÃO FERNANDES",8
"EBSR2","ESC. EB 2/3 S REIS","VNG1","R.CONCEIÇÃO FERNANDES",9
"RTP2","RTP","VNG1","R.CONCEIÇÃO FERNANDES",10
"CRVL","CRAVEL","VNG1","R.CONCEIÇÃO FERNANDES",11
"CCC2","CLUBE CAÇADORES","VNG1","R.CONCEIÇÃO FERNANDES",12
"SO4","STO. OVÍDIO","VNG1","AV. REPÚBLICA",13
"DJM2","D.JOÃO II (METRO)","VNG1","AV.VASCO DA GAMA",14
"BIBG2","BIBLIOTECA DE GAIA","VNG1","AV. REPÚBLICA",15
"JD2","JOÃO DE DEUS","VNG1","AV. REPÚBLICA",16
"PDC","PÁDUA CORREIA","VNG1","R.PÁDUA CORREIA",17
"LGAV2","LGO. DOS AVIADORES","VNG1","R.PÁDUA CORREIA",18
"HGAI1","HOSP. GAIA","VNG1","R.PINTO MOURÃO FERREIRA",19
"CMG1","CÂMARA DE GAIA","VNG1","AV. REPÚBLICA",20
"GENT3","GENERAL TORRES","VNG1","AV.REPÚBLICA",21
"JMRR2","JARDIM DO MORRO","VNG1","AV.REPÚBLICA",22
"QSPL2","QUARTEL SRR. PILAR","VNG1","R.RODRIGUES FREITAS",23
"ESPL2","ESCARPA SERRA PILAR","VNG1","AV.DOM JOÃO II",24
"DQL1","DUQUE LOULÉ","PRT1","AV.RODRIGUES FREITAS",25
"ALXH3","ALEX. HERCULANO","PRT1","R.ALEXANDRE HERCULANO",26
"BTLH1","BATALHA","PRT1","PR.BATALHA",27
"PRDJ","PR. D. JOÃO I","PRT1","R.DR.MAGALHÃES LEMOS",28
"AL3","AV. ALIADOS","PRT1","AV.ALIADOS",29
