code,name,zone,address,sequence
"CORD2","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",1
"PRFL1","PR.FILIPA DE LENCASTRE","PRT1","R.CEUTA",2
"1AL6","AV.ALIADOS","PRT1","R.GUILHERME COSTA CARVALHO",3
"SCAT3","SANTA CATARINA","PRT1","R.FORMOSA",4
"PDR","LARGO DO PADRÃO","PRT1","R.FORMOSA",5
"C24A2","CAMPO 24 DE AGOSTO","PRT1","R.BONFIM",6
"BFM2","BONFIM","PRT1","R.BONFIM",7
"GDM1","GODIM","PRT1","R.BONFIM",8
"PRF1","PR. DAS FLORES","PRT1","AV.25 ABRIL",9
"A25A1","AV. 25 DE ABRIL","PRT1","AV.25 ABRIL",10
"FVLH1","FONTE VELHA","PRT1","TV.FONTE VELHA",11
"EDRG3","ESTÁDIO DO DRAGÃO","PRT1","R.S.ROQUE LAMEIRA",12
"CRJ1","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",13
"FSTO1","FERR. DOS SANTOS","PRT3","R.ESCOLAS",14
"FALC","FALCÃO","PRT3","R.ESCOLAS",15
"CRT2","CARTES","PRT3","R.ESCOLAS",16
"ESCL","ESCOLAS","PRT3","R.DR.JOSÉ A.MARQUES",17
"SR2","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",18
"TPT1","TV. DA PONTE","GDM1","R.AFONSO ALBUQUERQUE",19
"SCT1","S. CAETANO","GDM1","AV.D.JOAO I",20
"STBX1","SOUTELO BAIXO","GDM1","AV.D.JOAO I",21
"OTH1","OUTEIRINHO","GDM1","AV.D.JOAO I",22
"INFS1","INFANTE SANTO","GDM1","AV.D.JOAO I",23
"ASOT1","ALTO DE SOUTELO","GDM1","AV.D.JOAO I",24
"DAC1","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",25
"CV1","CARVALHA","GDM1","AV.CARVALHA",26
"CB1","CARVALHA DE BAIXO","GDM1","AV.CARVALHA",27
"VARZ1","VÁRZEA","GDM1","AV.CARVALHA",28
"STO1","S.TA OVAIA","GDM1","AV.CARVALHA",29
"STCZ1","S.TA CRUZ","GDM1","R.DR.SEVERIANO",30
"STE1","S.TA EULÁLIA","GDM1","PRACETA HEROIS ULTRAMAR",31
"ESTV1","ESTIVADA","GDM1","R.GUERRA JUNQUEIRO",32
"BRR1","BARREIROS","GDM1","R.GUERRA JUNQUEIRO",33
"ATSR1","ALTO DA SERRA","GDM2","R.EDUARDO CASTRO GANDRA",34
"BV1","BELA VISTA","GDM2","R.EDUARDO CASTRO GANDRA",35
"C301","CURVA DO 30","GDM2","R.EDUARDO CASTRO GANDRA",36
"BH1","BELO HORIZONTE","GDM2","R.EDUARDO CASTRO GANDRA",37
"COVH1","COVILHÃ","GDM2","R.EDUARDO CASTRO GANDRA",38
"RF1","RIO FERREIRA","GDM2","R.ENG.FARINAS ALMEIDA",39
"SPC1","S. PEDRO DA COVA","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",40
"PSL1","PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",41
"SPC2","S.PEDRO C. /PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",42
