code,name,zone,address,sequence
"HSJ4","HOSP. S. JOÃO (METRO)","PRT3","ALAM.HERNÂNI MONTEIRO",1
"RCA","RICARDO ALVES","MAI1","R.ARROTEIA",2
"FEL1","FELICIANA","MAI1","R.ARROTEIA",3
"CVD1","CAVADAS","MAI1","R.PADRE COSTA",4
"ISCP1","ISCAP","MAI1","R.PADRE COSTA",5
"DRB1","DR. BARROS","MAI1","R.PADRE COSTA",6
"OG1","OLIVEIRA GAIO","MAI1","R.PADRE COSTA",7
"RCT1","R. CENTRO","MAI1","R.MOALDE",8
"AR1","ALMIRANTE REIS","MAI1","R.MOALDE",9
"LARJ2","LARANJEIRAS","MAI1","R.HENRIQUE BRAVO",10
"SMM5","S. MAMEDE","MAI1","AV.CONDE",11
"GFR2","GODINHO FARIA","MAI1","AV.CONDE",12
"PDV2","PEDRA VERDE","MAI1","AV.CONDE",13
"PCTV2","PICOUTOS (VIADUTO)","MAI1","R.5 OUTUBRO",14
"PCT4","PICOUTOS","MAI1","R.5 OUTUBRO",15
"VN2","VIA NORTE","MAI1","R.5 OUTUBRO",16
"CSX2","CENTRAL SEIXO","MAI1","R.MONTE MINA",17
"PLG3","PADRÃO LÉGUA","MAI1","R.MONTE MINA",18
"FGTR2","FOGUETEIROS","MAI1","R.SÃO GENS",19
"STA2","STA. APOLONIA","MAI1","R.SÃO GENS",20
"AP2","ANTÓNIO PEDRO","MAI1","R.S.GENS",21
"RNSG2","R.NOVA S. GENS","MAI1","R.S.GENS",22
"QCM1","QUATRO CAMINHOS","PRT2","R.QUATRO CAMINHOS",23
"SHRM2","SRA. HORA (METRO)","PRT2","AV.FABRIL NORTE",24
"SRHR","SRA. HORA","PRT2","AV.ANT.DOMINGUES SANTOS",25
"CARR2","CARRIÇAL","MTS1","AV.ANT.DOMINGUES SANTOS",26
"PJGL2","PARQUE J. G. LARANJO","MTS1","AV.CALOUSTE GULBENKIAM",27
"SRHH2","SRA. HORA (HIPER)","MTS1","AV.CALOUSTE GULBENKIAM",28
"AZC1","AZENHA DE CIMA","MTS1","R.DR.EDUARDO TORRES",29
"HSPH1","HOSP. P. HISPANO","MTS1","R.DR.EDUARDO TORRES",30
"QSEC1","QUINTA SECA","MTS1","R.DR.EDUARDO TORRES",31
"PREA1","PARQUE DE REAL","MTS1","AV.VILLAGARCIA AROSA",32
"ESGZ1","E. SEC. G. ZARCO","MTS1","AV.VILLAGARCIA AROSA",33
"DNAP3","D. NUNO A. PEREIRA","MTS1","AV.VILLAGARCIA AROSA",34
"CRV1","CARCAVELOS","MTS1","AV.D.AFONSO HENRIQUES",35
"MATC1","MATOSINHOS (CMM)","MTS1","R.1 DE MAIO",36
"GOA1","GOA","MTS1","R.ALFREDO CUNHA",37
"ALFC1","ALFREDO CUNHA","MTS1","R.GODINHO",38
"ALVC","ÁLVARO CASTELÕES","MTS1","R.GODINHO",39
"BRTC1","BRITO CAPELO","MTS1","R.GODINHO",40
"GODH5","GODINHO","MTS1","AV.SERPA PINTO",41
"LOTA1","LOTA","MTS1","AV.SERPA PINTO",42
"SP1","S. PEDRO","MTS1","AV.SERPA PINTO",43
"MATM6","MATOSINHOS MERCADO","MTS1","AV.ENG.DUARTE PACHECO",44
