code,name,zone,address,sequence
"HSJ6","HOSP. S. JOÃO (URGÊNCIA)","PRT3","ALAM.HERNÂNI MONTEIRO",1
"HSJ12","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",2
"IPO5","IPO (CIRCUNVAL.)","PRT3","ESTR.CIRCUNVALAÇÃO",3
"ST2","S. TOMÉ","PRT3","ESTR.CIRCUNVALAÇÃO",4
"AML3","AMIAL","PRT3","ESTR.CIRCUNVALAÇÃO",5
"CPU2","CAPUCHINHOS","PRT2","ESTR.CIRCUNVALAÇÃO",6
"VNC2","VIA NORTE (CIRC.)","PRT2","ESTR.CIRCUNVALAÇÃO",7
"MTB2","MTE BURGOS (CIRC.)","PRT2","ESTR.CIRCUNVALAÇÃO",8
"CNG2","CONGOSTAS","PRT2","ESTR.CIRCUNVALAÇÃO",9
"BRSE2","BR. STO. EUGÉNIO","PRT2","ESTR.CIRCUNVALAÇÃO",10
"QTL2","QUARTEL MILITAR","PRT2","ESTR.CIRCUNVALAÇÃO",11
"AV2","ALTO DO VISO","PRT2","ESTR.CIRCUNVALAÇÃO",12
"RSR2","R. DO SENHOR","PRT2","ESTR.CIRCUNVALAÇÃO",13
"SRP2","S.RA PENHA","PRT2","ESTR.CIRCUNVALAÇÃO",14
"RUL2","RUELA","PRT2","ESTR.CIRCUNVALAÇÃO",15
"RAEP3","ROT. A.E.P.","PRT2","ESTR.CIRCUNVALAÇÃO",16
"RAEP4","ROT. A.E.P.","PRT2","AV.ASSOC.EMP.DE PORTUGAL",17
"EZC2","EZEQUIEL CAMPOS","PRT2","R.CONDE COVILHÃ",18
"PRO2","PEREIRÓ","PRT2","AV.ANTUNES GUIMARÃES",19
"LDD2","LIDADOR","PRT2","AV.DOUTOR ANTUNES GUIMARÃES",20
"CRRP2","CORREIA PINTO","PRT2","AV.DOUTOR ANTUNES GUIMARÃES",21
"BRV2","BAIRRO VILARINHA","PRT2","AV.DOUTOR ANTUNES GUIMARÃES",22
"FTM2","FONTE DA MOURA","PRT2","AV.DOUTOR ANTUNES GUIMARÃES",23
"PNV3","PAULO NOVAIS","PRT2","AV.BOAVISTA",24
"SRV4","SERRALVES","PRT2","AV.BOAVISTA",25
"PINM3","PINHEIRO MANSO","PRT2","AV.BOAVISTA",26
"FOCO2","FOCO","PRT1","AV.BOAVISTA",27
"BSS2","BESSA","PRT1","AV.BOAVISTA",28
"ACRD2","ANTÓNIO CARDOSO","PRT1","AV.BOAVISTA",29
"AGM2","AGRAMONTE","PRT1","AV.BOAVISTA",30
"BVCM3","BOAVISTA CEMITÉRIO","PRT1","PR.MOUZINHO ALBUQUERQUE",31
"BVBR1","BOAVISTA BRASÍLIA","PRT1","AV.BOAVISTA",32
"HML2","HOSPITAL MILITAR","PRT1","R.RICARDO SEVERO",33
"ICDF1","IGREJA CEDOFEITA","PRT1","LGO.PRIORADO",34
"CDF1","CEDOFEITA","PRT1","R.ÁLVARES CABRAL",35
"PRR7","PR. DA REPÚBLICA","PRT1","R.ÁLVARES CABRAL",36
"TRD5","TRINDADE","PRT1","R.CAMÕES",37
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",38
