code,name,zone,address,sequence
"GODS","GONDOMAR (SOUTO)","GDM1","R.BENTO JESUS CARAÇA",1
"MTCR2","MONTE CRASTO","GDM1","R.BENTO JESUS CARAÇA",2
"BVG2","B. V. GONDOMAR","GDM1","R.25 ABRIL",3
"25A2","25 DE ABRIL","GDM1","AV.GEN.HUMBERTO DELGADO",4
"ICPU2","IGREJA CAPUCHINHOS","GDM1","AV.GEN.HUMBERTO DELGADO",5
"VINH2","VINHAL","GDM1","AV.GEN.HUMBERTO DELGADO",6
"TAR6","TARALHÃO","GDM1","AV.GEN.HUMBERTO DELGADO",7
"VL2","VILAR","GDM1","AV.GENERAL HUMBERTO DELGADO",8
"CMR2","CAPITÃO MOURA","GDM1","AV.GENERAL HUMBERTO DELGADO",9
"STE5","S.TA EULÁLIA","GDM1","PRACETA HEROIS ULTRAMAR",10
"STCZ2","S.TA CRUZ","GDM1","R.DR.SEVERIANO",11
"STO2","S.TA OVAIA","GDM1","R.DR.SEVERIANO",12
"VARZ2","VÁRZEA","GDM1","AV.CARVALHA",13
"CB2","CARVALHA DE BAIXO","GDM1","AV.CARVALHA",14
"CV2","CARVALHA","GDM1","AV.CARVALHA",15
"DAC2","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",16
"ASOT2","ALTO DE SOUTELO","GDM1","AV.CARVALHA",17
"INFS2","INFANTE SANTO","GDM1","AV.D.JOAO I",18
"OTH2","OUTEIRINHO","GDM1","AV.D.JOAO I",19
"STBX2","SOUTELO BAIXO","GDM1","AV.D.JOAO I",20
"SCT2","S. CAETANO","GDM1","AV.D.JOAO I",21
"MEIR","MEIRAL","GDM1","R.AFONSO ALBUQUERQUE",22
"SR4","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",23
"SRGB3","S.ROQUE G. BARROS","PRT3","R.S.ROQUE LAMEIRA",24
"ILH2","ILHÉU","PRT3","R.S.ROQUE LAMEIRA",25
"CRT","CARTES","PRT3","R.S.ROQUE LAMEIRA",26
"CHOL2","CHAVES OLIVEIRA","PRT3","R.S.ROQUE LAMEIRA",27
"CRJ2","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",28
"TIC2","TERMINAL INTERMODAL CAMPANHÃ","PRT1","R.TERMINAL INTERMODAL",29
"CMP5","CAMPANHÃ","PRT1","R.PINHEIRO CAMPANHÃ",30
"CMP2","CAMPANHÃ","PRT1","R.ESTAÇÃO",31
"PBSS2","PINTO BESSA","PRT1","R.PADRE ANTÓNIO VIEIRA",32
"CSS3","CAPELA S.RA SAÚDE","PRT1","R.HEROÍSMO",33
"HER2","HEROISMO","PRT1","R.HEROÍSMO",34
"PRDR1","PRADO REPOUSO","PRT1","AV.RODRIGUES FREITAS",35
"SLZ3","S. LÁZARO","PRT1","AV.RODRIGUES FREITAS",36
"DQL1","DUQUE LOULÉ","PRT1","AV.RODRIGUES FREITAS",37
"ALXH3","ALEX. HERCULANO","PRT1","R.ALEXANDRE HERCULANO",38
"BTLH1","BATALHA","PRT1","PR.BATALHA",39
"PRDJ","PR. D. JOÃO I","PRT1","R.DR.MAGALHÃES LEMOS",40
"AL3","AV. ALIADOS","PRT1","AV.ALIADOS",41
