code,name,zone,address,sequence
"FRC","FRANCELOS","VNG4","ALAMEDA REPÚBLICA",1
"FRCL2","FRANCELOS-PRAIA","VNG4","AV.INFANTE SAGRES",2
"ISG2","INFANTE SAGRES","VNG4","AV.INFANTE SAGRES",3
"ACBL2","ÁLVARES CABRAL","VNG4","AV.INFANTE SAGRES",4
"VGM2","VASCO GAMA","VNG4","AV.DOS SANATÓRIOS",5
"ISNT2","INFANTE SANTO","VNG4","AV.NUNO TRISTÃO",6
"NTRT2","NUNO TRISTÃO","VNG4","AV.FONTES PEREIRA MELO",7
"PMEL2","PEREIRA MELO","VNG4","AV.FONTES PEREIRA MELO",8
"RCD2","ROÇADAS","VNG4","R.ROÇADAS",9
"BELA2","BELA","VNG4","R.BELIDE",10
"BCH2","BICHEIROS","VNG4","R.MANUEL ALVES REIS",11
"CDFT2","CEDOFEITA","VNG4","R.JOSÉ M.CASTRO PORTUGAL",12
"JP1","JOSÉ PORTUGAL","VNG4","R.JOSÉ M.CASTRO PORTUGAL",13
"CPNH1","CAMPOLINHO","VNG4","R.MANUEL M.COSTA JÚNIOR",14
"E109","ESTR.NACIONAL 109","VNG4","R.MANUEL M.COSTA JÚNIOR",15
"VAL1","VALADARES","VNG4","AV.ANTÓNIO COELHO MOREIRA",16
"VAL","VALADARES (EST)","VNG4","R.MANUEL M.COSTA JÚNIOR",17
