code,name,zone,address,sequence
"ERM3","ERMESINDE (ESTAÇÃO)","MAI4","LGO.ESTAÇÃO",1
"CRZ2","CRUZEIRO","MAI4","R.RODRIGUES FREITAS",2
"PTCR2","PORTO CARREIRO","MAI4","R.RODRIGUES FREITAS",3
"SBR2","SAIBREIRAS","MAI4","R.RODRIGUES FREITAS",4
"CGK2","CALOUSTE GULBENKIAN","MAI4","R.RODRIGUES FREITAS",5
"CNSL2","CONSOLATA","MAI4","R.JÚLIO DINIS",6
"AM2","ALTO DA MAIA","MAI4","R.D.AFONSO HENRIQUES",7
"PCUA2","PÍCUA","MAI4","R.D.AFONSO HENRIQUES",8
"CORI2","CORISCOS","MAI4","R.D.AFONSO HENRIQUES",9
"CCOR","CASA DO CORIM","MAI4","R.D.AFONSO HENRIQUES",10
"CORM2","CORIM","MAI4","R.D.AFONSO HENRIQUES",11
"BRO2","BRÁS OLEIRO","MAI4","R.D.AFONSO HENRIQUES",12
"SGM","S. GEMIL","MAI4","R.DOM AFONSO HENRIQUES",13
"FRN2","FORNO","MAI4","R.DOM AFONSO HENRIQUES",14
"CRPO2","CRESPO","MAI4","R.DOM AFONSO HENRIQUES",15
"GIT2","GIESTA","MAI4","R.DOM AFONSO HENRIQUES",16
"TRI2","TRIANA","MAI4","R.DOM AFONSO HENRIQUES",17
"AFEI2","AREOSA (FEIRA)","MAI4","R.DOM AFONSO HENRIQUES",18
"ARSM2","AREOSA (MERCADO)","MAI4","R.DOM AFONSO HENRIQUES",19
"ARS3","AREOSA","PRT3","R.COSTA CABRAL",20
"AA2","ALTO DA AREOSA","PRT3","R.COSTA CABRAL",21
"ACO2","ANTÓNIO COELHO","PRT3","R.COSTA CABRAL",22
"STJ3","S.TA JUSTA","PRT3","R.COSTA CABRAL",23
"BRRS2","BARROCAS","PRT3","R.COSTA CABRAL",24
"CF2","CONDE FERREIRA","PRT3","R.COSTA CABRAL",25
"LW2","LUIS WOODHOUSE","PRT1","R.COSTA CABRAL",26
"SVT4","SILVA TAPADA","PRT1","R.COSTA CABRAL",27
"PLIM2","PIRES DE LIMA","PRT1","R.COSTA CABRAL",28
"COMB2","COMBATENTES","PRT1","R.COSTA CABRAL",29
"PSOC2","PERPÉTUO SOCORRO","PRT1","R.COSTA CABRAL",30
"MPL4","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",31
"DCAS2","DOZE CASAS","PRT1","R.SANTA CATARINA",32
"FTNH2","FONTINHA","PRT1","R.SANTA CATARINA",33
"JN3","JORNAL DE NOTÍCIAS","PRT1","R.GONÇALO CRISTÓVÃO",34
"TRD5","TRINDADE","PRT1","R.CAMÕES",35
"AL7","AV. ALIADOS","PRT1","AV.ALIADOS",36
