code,name,zone,address,sequence
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",1
"TRD1","TRINDADE","PRT1","R.TRINDADE",2
"GCRT1","GONÇALO CRISTÓVÃO","PRT1","R.DR.ALFREDO MAGALHÃES",3
"PRR3","PR. DA REPÚBLICA","PRT1","R.JOÃO REGRAS",4
"LAPA1","LAPA","PRT1","LGO.LAPA",5
"HSM3","HOSP. S.TA MARIA","PRT1","R.ANTERO QUENTAL",6
"CONS3","CONSTITUIÇÃO","PRT1","R.ANTERO QUENTAL",7
"VFM7","VALE FORMOSO","PRT1","R.VALE FORMOSO",8
"CSP1","C. SAÚDE PARANHOS","PRT1","R.VALE FORMOSO",9
"ADA4","ARCA D ÁGUA","PRT1","R.VALE FORMOSO",10
"CI31","CINTURA INTERNA","PRT1","R.AMIAL",11
"CAM1","CARLOS AMARANTE","PRT3","R.AMIAL",12
"BRRG1","BR.REGADO","PRT2","R.ENG.CARLOS AMARANTE",13
"CPSF1","CAPELA SRA.FÁTIMA","PRT2","R.ENG.CARLOS AMARANTE",14
"BRA1","BR.DO AMIAL","PRT2","R.MIOSÓTIS",15
"STLZ5","STA. LUZIA","PRT2","R.ARTUR MAIA MENDES",16
"STLN1","STA. LUZIA (NORTE)","PRT2","R.SRA.PORTO",17
