code,name,zone,address,sequence
"MDLP","MADALENA","VNG4","R.PROF.MANUEL CARDOSO RIBEIRO",1
"MDL2","MADALENA (ESCOLAS)","VNG4","R.PENA",2
"RRDL2","R. RODELO","VNG4","R.RODELO",3
"RZAM2","R. ZAMBUEIRAS","VNG4","R.ZAMBUEIRAS",4
"ACH2","ALTO CHAQUEDAS","VNG4","R.ALTO CHAQUEDAS",5
"RCH2","R. CHAQUEDAS","VNG4","R.ALTO CHAQUEDAS",6
"PRQC2","PARQUE CAMPISMO","VNG4","R.CERRO",7
"CERR2","CERRO","VNG4","R.AREEIROS",8
"RPR","R.PRAIA","VNG4","R.PRAIA",9
"MVTO2","MOINHO VENTO","VNG4","R.CAMPISMO",10
"PMS2","PRAIA MADALENA SUL","VNG4","R.CAMPISMO",11
"RMAR2","R.MARINHA","VNG4","R.MARINHA",12
"NZ2","NAZARÃES","VNG4","R.MARINHA",13
"ALNV2","ALDEIA NOVA","VNG4","R.MARINHA",14
"CVO2","CARVALHEIRO","VNG4","R.ALDEIA NOVA",15
"MDLI2","MADALENA (IGREJA)","VNG4","R.DAVID VAZ MARTINS",16
"SAN3","STO. ANTÓNIO","VNG4","R.IGREJA MADALENA",17
"JSP2","JOSÉ POÇAS","VNG4","URB.JOSÉ DOMINGUES POÇAS",18
"CAB4","CABINE","VNG4","LGO.CABINE",19
"ISS2","ISOLINO SOUSA","VNG4","R.ANTÓNIO FRANCISCO SOUSA",20
"AGU2","AGUIM","VNG4","R.ANTÓNIO FRANCISCO SOUSA",21
"GJ2","GOMES JÚNIOR","VNG4","R.ANTÓNIO FRANCISCO SOUSA",22
"MNH2","MANINHO","VNG4","R.ESCOLA MANINHO",23
"PCTO2","PRACETA OLIVEIRAS","VNG4","R.NOVA LISBOA",24
"NVL2","NOVA LISBOA","VNG4","R.BARREIRO",25
"PDI2","PEDREIRAS","VNG4","R.BARREIRO",26
"RDA2","REGO D ÁGUA","VNG4","R.BARREIRO",27
"PTD2","PITADA","VNG4","AV.GOMES JÚNIOR",28
"GDR2","GANDARA","VNG4","AV.GOMES JÚNIOR",29
"QBV2","QUINTA BELA VISTA","VNG4","AV.GOMES JUNIOR",30
"RMT2","R. DAS MATAS","VNG1","R.DR.DOMINGOS MATOS",31
"LGDM2","L. DOMINGOS MATOS","VNG1","R.DR.DOMINGOS MATOS",32
"COB3","COIMBRÕES","VNG1","R.CALHEIROS LOBO",33
"LV2","LAVOURAS","VNG1","R.MACHADO SANTOS",34
"PRMR2","PR. M. SILVA REIS","VNG1","R.MACHADO SANTOS",35
"MJP2","MAJOR PÁLA","VNG1","R.FERNANDES ANJOS",36
"CDL2","CANDAL","VNG1","R.VERA CRUZ",37
"LGM2","LGO. MONTINHO","VNG1","LGO.MONTINHO",38
"AEC2","ALAM.EMPRESA","VNG1","R.REI RAMIRO",39
"AGRO2","AGRO","VNG1","R.REI RAMIRO",40
"VTC2","VITERBO CAMPOS","VNG1","R.REI RAMIRO",41
"FTN2","FONTE NOVA","VNG1","R.REI RAMIRO",42
"CAVE4","LGO. DA CRUZ","VNG1","AV.RAMOS PINTO",43
"LGAJ3","LGO. ALJUBARROTA","VNG1","AV.RAMOS PINTO",44
"SRP","SERPA PINTO","VNG1","R.SERPA PINTO",45
"RMOT2","ROSA MOTA","VNG1","VIA ROSA MOTA",46
"CHP2","CHOUPELO","VNG1","VIA DA MISERICÓRDIA",47
"GENT5","GENERAL TORRES","VNG1","R.GEN.TORRES",48
"GNR2","GNR","VNG1","R.GEN.TORRES",49
"PLU2","PONTE LUÍZ I","VNG1","R.GEN.TORRES",50
"ELVG2","ELEVADOR GUINDAIS","PRT1","AV.GUSTAVO EIFFEL",51
"RBR2","RIBEIRA","PRT1","R.INFANTE D.HENRIQUE",52
"MS1","MOUZINHO SILVEIRA","PRT1","R.MOUZINHO SILVEIRA",53
"SBNT3","EST. S.BENTO","PRT1","R.MOUZINHO SILVEIRA",54
"PRDJ2","PR.D.JOÃO I","PRT1","R.SÁ BANDEIRA",55
"MCBL1","MERCADO DO BOLHÃO","PRT1","R.SÁ BANDEIRA",56
"TRD4","TRINDADE","PRT1","R.TRINDADE",57
