code,name,zone,address,sequence
"1AL3","AV.ALIADOS","PRT1","AV.ALIADOS",1
"TRD2","TRINDADE","PRT1","R.TRINDADE",2
"GCRT1","GONÇALO CRISTÓVÃO","PRT1","R.DR.ALFREDO MAGALHÃES",3
"PRR1","PR. DA REPÚBLICA","PRT1","PR.REPÚBLICA",4
"FIG","FIGUEIROA","PRT1","R.BOAVISTA",5
"CVA1","CARVALHOSA","PRT1","R.BOAVISTA",6
"HML1","HOSPITAL MILITAR","PRT1","AV.BOAVISTA",7
"BVBR2","BOAVISTA BRASÍLIA","PRT1","AV.BOAVISTA",8
"BCM3","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",9
"GRC1","GRACIOSA","PRT1","AV.FRANÇA",10
"CSBV","CASA DE SAÚDE DA BOAVISTA","PRT1","R.PEDRO HISPANO",11
"SDP1","SIDÓNIO PAIS","PRT1","AV.SIDÓNIO PAIS",12
"ABSS1","AV. DO BESSA","PRT1","R.ARQUITETO CASSIANO BARBOSA",13
"SJBC1","S.JOÃO BOSCO","PRT2","R.ARQUITETO CASSIANO BARBOSA",14
"SJB1","S. JOÃO DE BRITO","PRT2","R.PROF.MOTA PINTO",15
"ABM1","ALBERTO MACEDO","PRT2","R.PROF.MOTA PINTO",16
"BRP1","BAIRRO DA PREVIDÊNCIA","PRT2","R.ROCHA PEIXOTO",17
"BRV3","BAIRRO DA VILARINHA","PRT2","R.DR.VASCO VALENTE",18
"FTM2","FONTE DA MOURA","PRT2","AV.DOUTOR ANTUNES GUIMARÃES",19
"ABVT1","AV.DA BOAVISTA","PRT2","R.SAGRES",20
"LGO4","LICEU GARCIA ORTA","PRT2","R.FEZ",21
"RCRT2","R.CRASTO","PRT2","R.FEZ",22
"LNEV2","LGO.NEVOGILDE","PRT2","R.MOLHE",23
"NEVG","NEVOGILDE","PRT2","R.PERO ALENQUER",24
"MLH3","MOLHE","PRT2","R.GONDARÉM",25
"JNN2","JACINTO NUNES","PRT2","R.GONDARÉM",26
"CRTO4","CRASTO","PRT2","R.GONDARÉM",27
"PING3","PRAIA DOS INGLESES","PRT2","R.CORONEL RAÚL PERES",28
"PORI2","PRAIA DO OURIGO","PRT2","R.CORONEL RAÚL PERES",29
"PASS1","PASSEIO ALEGRE","PRT2","ESPLANADA CASTELO",30
