code,name,zone,address,sequence
"AL3","AV. ALIADOS","PRT1","AV.ALIADOS",1
"1SBNT1","EST.S.BENTO","PRT1","AV.D.AFONSO HENRIQUES",2
"LPDZ","L.GO 1º DEZEMBRO","PRT1","R.SARAIVA DE CARVALHO",3
"BTLH5","BATALHA","PRT1","R.ALEXANDRE HERCULANO",4
"ESPL1","ESCARPA SERRA PILAR","VNG1","AV.DOM JOÃO II",5
"QSPL1","QUARTEL SRR. PILAR","VNG1","R.RODRIGUES FREITAS",6
"JMRR1","JARDIM DO MORRO","VNG1","AV.REPÚBLICA",7
"GENT2","GENERAL TORRES","VNG1","AV.REPÚBLICA",8
"CMG3","CÂMARA DE GAIA","VNG1","AV. REPÚBLICA",9
"PDC","PÁDUA CORREIA","VNG1","R.PÁDUA CORREIA",10
"LGAV2","LGO. DOS AVIADORES","VNG1","R.PÁDUA CORREIA",11
"SRRS3","SOARES DOS REIS","VNG1","R.MARQUÊS SÁ BANDEIRA",12
"DP5","D.PEDRO V","VNG1","R.D.PEDRO V",13
"PREP2","PARQUE DA REPÚBLICA","VNG1","R.D.PEDRO V",14
"BIBG1","BIBLIOTECA DE GAIA","VNG1","AV. REPÚBLICA",15
"DJM1","D.JOÃO II (METRO)","VNG1","AV. REPÚBLICA",16
"SO3","STO. OVÍDIO","VNG1","AV. REPÚBLICA",17
"CCC3","CLUBE CAÇADORES","VNG1","R.CONCEIÇÃO FERNANDES",18
"CRVL1","CRAVEL","VNG1","R.CONCEIÇÃO FERNANDES",19
"RTP3","RTP","VNG1","R.CONCEIÇÃO FERNANDES",20
"EBSR1","ESC. EB 2/3 S REIS","VNG1","R.CONCEIÇÃO FERNANDES",21
"SRD1","SARDOAL","VNG1","R.CONCEIÇÃO FERNANDES",22
"EMZ1","EGAS MONIZ","VNG2","R.CONCEIÇÃO FERNANDES",23
"HSS1","HOSP. SANTOS SILVA","VNG2","R.CONCEIÇÃO FERNANDES",24
"MV3","MONTE DA VIRGEM","VNG2","R.HERÓIS DO ULTRAMAR",25
"SALM1","SALGUEIRO MAIA","VNG2","R.SALGUEIRO MAIA",26
"MIM1","MIMOSAS","VNG2","R.SALGUEIRO MAIA",27
"UVDE3","URB. VILA D''ESTE","VNG2","R.SALGUEIRO MAIA",28
"VDE1","VILA D''ESTE","VNG2","R.JOSÉ PINTO CORREIA",29
