code,name,zone,address,sequence
"AEPT1","AEROPORTO","VCD8","AEROPORTO",1
"PRU2","PEDRAS RUBRAS","VCD8","AV.AEROPORTO",2
"BRRO2","BARREIRO","VCD8","AV.AEROPORTO",3
"TLHA2","TELHEIRA","VCD8","AV.MÁRIO BRITO",4
"FRXI9","FREIXIEIRO","MTS2","AV.MÁRIO BRITO",5
"ROR2","R.ORIENTAL","MTS2","R.CIDRES",6
"FRRS2","FARRAPAS","MTS2","R.CIDRES",7
"TTS2","TV.TRÁS","MTS2","R.CIDRES",8
"BLD2","BALDÕES","MTS2","R.CIDRES",9
"GTN2","GATANHAL","MTS2","R.CIDRES",10
"IDM2","INFANTA D. MAFALDA","MTS2","AV.ARQUITECTO FERNANDO TÁVORA",11
"FTAV2","FERNANDO TÁVORA","MTS2","AV.ARQUITECTO FERNANDO TÁVORA",12
"IKEA2","MAR SHOPPING - IKEA","MTS2","AV.DR.ÓSCAR LOPES",13
"LFC","LEÇA F.CLUBE","MTS2","R.VELOSO SALGADO",14
"FMAI","FRANCISCO MAIA","MTS2","R.VELOSO SALGADO",15
"REXP4","ROT. DA EXPONOR","MTS2","AV.ANT.MACEDO",16
"EXP2","EXPONOR","MTS2","AV.ANT.MACEDO",17
"AEP1","ASSOC. EMP. PORTUGAL","MTS2","AV.ANT.MACEDO",18
"QTC2","Q.TA DA CONCEICÃO","MTS2","AV.DR.ANTUNES GUIMARÃES",19
"CONT2","CONTINENTE","MTS1","A28",20
"RAEP4","ROT. A.E.P.","PRT2","AV.ASSOC.EMP.DE PORTUGAL",21
"RBSS2","ROT. DO BESSA","PRT1","AV.ASSOC.EMP.DE PORTUGAL",22
"SDP2","SIDÓNIO PAIS","PRT1","AV.SIDÓNIO PAIS",23
"MRS2","MOREIRA SÁ","PRT1","R.5 OUTUBRO",24
"BCM4","BOAVISTA-CASA DA MÚSICA","PRT1","R.5 OUTUBRO",25
"1BS2","BOAVISTA - B.SUCESSO","PRT1","R.JÚLIO DINIS",26
"PRG2","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",27
"PAL5","PALÁCIO","PRT1","R.D.MANUEL II",28
"HSA1","HOSP. STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",29
"CORD3","CORDOARIA","PRT1","R.DR.FERREIRA SILVA",30
