code,name,zone,address,sequence
"VDN7","VENDA NOVA","GDM1","AV.PROF. ANIBAL CAVACO SILVA",1
"FNZ4","FÂNZERES (METRO)","GDM1","AV.PROF.ANIBAL CAVACO SILVA",2
"CABN1","CABANAS","GDM1","AV.DA CONDUTA",3
"CB4","CARVALHA DE BAIXO","GDM1","AV.DA CONDUTA",4
"CV2","CARVALHA","GDM1","AV.CARVALHA",5
"DAC2","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",6
"ASOT2","ALTO DE SOUTELO","GDM1","AV.CARVALHA",7
"OLB2","OLIVEIRA LOBO","GDM1","R.DR.OLIVEIRA LOBO",8
"TCRZ2","TV.CRUZES","GDM1","R.DR.OLIVEIRA LOBO",9
"PDEH2","PADRE DEHON","GDM1","R.PADRE DEHON",10
"PCAR2","PRACETA AREIAS","GDM1","R.ESTEVES",11
"MRDR2","MIRADOURO","GDM1","R.ESTEVES",12
"VNEM2","VITORINO NEMESIO","GDM1","R.ESTEVES",13
"AAS2","ANTÓNIO AUG.SILVA","GDM1","R.ESTEVES",14
"SCT2","S. CAETANO","GDM1","AV.D.JOAO I",15
"MEIR","MEIRAL","GDM1","R.AFONSO ALBUQUERQUE",16
"SR4","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",17
"SRGB3","S.ROQUE G. BARROS","PRT3","R.S.ROQUE LAMEIRA",18
"ILH2","ILHÉU","PRT3","R.S.ROQUE LAMEIRA",19
"CRT","CARTES","PRT3","R.S.ROQUE LAMEIRA",20
"CHOL2","CHAVES OLIVEIRA","PRT3","R.S.ROQUE LAMEIRA",21
"CRJ2","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",22
"EDRG2","ESTÁDIO DO DRAGÃO","PRT1","ALAM.DAS ANTAS",23
"AANT2","ALAMEDA DAS ANTAS","PRT1","ALAM.DAS ANTAS",24
"IANT4","IGREJA DAS ANTAS","PRT1","ALAM.DAS ANTAS",25
"DC5","DIOGO CÃO","PRT1","AV.COMBATENTES G.GUERRA",26
"COMB4","COMBATENTES","PRT1","AV.COMBATENTES G.GUERRA",27
"LIMA2","LIMA","PRT1","R.ALEGRIA",28
"MPL7","MARQUÊS","PRT1","R.CONSTITUIÇÃO",29
"MPL9","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",30
