code,name,zone,address,sequence
"ALD2","ALDOAR JUNTA FREG.","PRT2","R.MARTIM MONIZ",1
"PFMA2","PROF. MELO ADRIÃO","PRT2","R.N.SRA. DA SILVA",2
"IGAL1","IGREJA DE ALDOAR","PRT2","R.JORNAL NOTÍCIAS",3
"PDVD3","PEDRA VERDE","PRT2","R.JORNAL NOTÍCIAS",4
"LDSM1","LIDADOR-SOEIRO MENDES","PRT2","R.SOEIRO MENDES",5
"CSA3","C.SAÚDE DE ALDOAR","PRT2","R.PROF.ALVARO RODRIGUES",6
"HMGL2","HOSP.MAGALHÃES LEMOS","PRT2","R.ALVARO RODRIGUES",7
"LDD6","LIDADOR /HOSPITAL","PRT2","ESTR.CIRCUNVALAÇÃO",8
"LDDM","LIDADOR / M. MONIZ","PRT2","R.LIDADOR",9
"REV2","REVILÃO","PRT2","R.LIDADOR",10
"BFTM2","BR. FONTE DA MOURA","PRT2","R.LIDADOR",11
"ANTG2","ANTUNES GUIMARÃES","PRT2","AV.VASCO GAMA",12
"CSR2","C. SAÚDE RAMALDE","PRT2","AV.VASCO GAMA",13
"BRCP2","BR. CAMPINAS","PRT2","AV.VASCO GAMA",14
"BRRM2","BR. RAMALDE","PRT2","R.DR.AIRES GOUVEIA OSÓRIO",15
"CRM2","CASA DE RAMALDE","PRT2","R.CRUZES",16
"IRM2","IGREJA DE RAMALDE","PRT2","R.PINHEIRO MANSO",17
"1SJB2","S. JOÃO DE BRITO","PRT2","R.S.JOÃO BRITO",18
"SJBC2","S.JOÃO BOSCO","PRT2","R.ARQUITETO CASSIANO BARBOSA",19
"ABSS2","AV. DO BESSA","PRT1","R.ARQUITETO CASSIANO BARBOSA",20
"RBSS2","ROT. DO BESSA","PRT1","AV.ASSOC.EMP.DE PORTUGAL",21
"SDP2","SIDÓNIO PAIS","PRT1","AV.SIDÓNIO PAIS",22
"MRS2","MOREIRA SÁ","PRT1","R.5 OUTUBRO",23
"CMS4","CASA DA MÚSICA (METRO)","PRT1","CASA DA MÚSICA",24
"BCM5","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",25
"BS2","BOAVISTA - B.SUCESSO","PRT1","LGO.FERREIRA LAPA",26
"PRG2","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",27
"PAL4","PALÁCIO","PRT1","R.D.MANUEL II",28
"HSA","HOSP.STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",29
"CORD7","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",30
"PRFL1","PR.FILIPA DE LENCASTRE","PRT1","R.CEUTA",31
"1AL7","ALIADOS","PRT1","AV.ALIADOS",32
"TRD6","TRINDADE","PRT1","R.HERÓIS M.ANGOLA",33
