code,name,zone,address,sequence
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",1
"TRD2","TRINDADE","PRT1","R.TRINDADE",2
"GCRT1","GONÇALO CRISTÓVÃO","PRT1","R.DR.ALFREDO MAGALHÃES",3
"PRR1","PR. DA REPÚBLICA","PRT1","PR.REPÚBLICA",4
"FIG","FIGUEIROA","PRT1","R.BOAVISTA",5
"CVA1","CARVALHOSA","PRT1","R.BOAVISTA",6
"CMIC1","CAROLINA MICHAELIS","PRT1","R.OLIVEIRA MONTEIRO",7
"CZV1","CRUZ VERMELHA","PRT1","R.OLIVEIRA MONTEIRO",8
"QTAM1","QUINTA AMARELA","PRT1","R.OLIVEIRA MONTEIRO",9
"CVI1","CARVALHIDO","PRT1","PR.EXÉRC.LIBERTADOR",10
"HPRL1","HOSP. PRELADA","PRT1","R.CARVALHIDO",11
"CI21","CINTURA INTERNA","PRT1","R.MONTE BURGOS",12
"PPR1","PARQUE DA PRELADA","PRT2","R.MONTE BURGOS",13
"SRPT1","S.RA DO PORTO","PRT2","R.MONTE BURGOS",14
"MTB3","MONTE DOS BURGOS","MAI1","R.NOVA SEIXO",15
"CSXS1","C. SEIXO (SUL)","MAI1","R.NOVA SEIXO",16
"FGT1","FOGUETEIROS (SUL)","MAI1","R.NOVA SEIXO",17
"CSXN1","C. SEIXO (NORTE)","MAI1","R.NOVA SEIXO",18
"PLG1","PADRÃO DA LÉGUA","MAI1","R.NOVA SEIXO",19
"VFR1","VILARINHO FREIRES","MAI1","R.RECAREI",20
"FAP1","FREI ÁLVARO PINTO","MAI1","R.RECAREI",21
"RSUL1","RECAREI (SUL)","MAI1","R.RECAREI",22
"RBX1","RECAREI BAIXO","MAI1","R.RECAREI",23
"RNOR1","RECAREI (NORTE)","MAI1","R.RECAREI",24
"GSUL1","GONDIVAI (SUL)","MAI1","R.GONDIVAI",25
"BVLB1","B. V. LEÇA BALIO","MAI1","R.GONDIVAI",26
"GNOR1","GONDIVAI (NORTE)","MAI1","R.GONDIVAI",27
"REAR1","R. ESTAÇÃO ARAÚJO","MAI1","R.ARAÚJO",28
"ARJ1","ARAÚJO","MAI1","R.ARAÚJO",29
"CTOM1","CUSTIÓ (METRO)","MAI1","R.CUSTIÓ",30
"CTIO1","CUSTIÓ","MAI1","R.CUSTIÓ",31
"MNSO1","MANSO","MAI1","R.CUSTIÓ",32
"MGDE1","MONTE GRANDE","MAI1","R.CUSTIÓ",33
"STL1","STA.LUZIA","MAI1","R.CUSTIÓ",34
"PTM1","PONTE DE MOREIRA","MAI1","R.CUSTIÓ",35
"RL1","RIO LEÇA","MAI1","R.PONTE MOREIRA",36
"QTM1","QUINTA DE MOREIRA","MAI1","R.PONTE MOREIRA",37
"JMP1","JOSÉ MARIA PEDROTO","VCD8","AV.AEROPORTO",38
"ADM1","ALTINO DOMINGUES MOREIRA","VCD8","AV.AEROPORTO",39
"PRU1","PEDRAS RUBRAS","VCD8","AV.AEROPORTO",40
"AEPT1","AEROPORTO","VCD8","AEROPORTO",41
