code,name,zone,address,sequence
"MATM2","MATOSINHOS (MERCADO)","MTS1","AV.ENG.DUARTE PACHECO",1
"SP2","S. PEDRO","MTS1","AV.SERPA PINTO",2
"LOTA2","LOTA","MTS1","AV.SERPA PINTO",3
"GODH6","GODINHO","MTS1","AV.SERPA PINTO",4
"MTSP2","MATOSINHOS PRAIA","MTS1","R.ROBERTO IVENS",5
"SAR2","SOUSA AROSO","MTS1","R.ROBERTO IVENS",6
"PCID2","PR. CID. SALVADOR","PRT2","PR.CIDADE SALVADOR",7
"ETRP2","EDIF. TRANSPARENTE","PRT2","ESPLANADA RIO JANEIRO",8
"CQ8","CASTELO DO QUEIJO","PRT2","PR.GONÇALVES ZARCO",9
"CQ3","CASTELO DO QUEIJO","PRT2","AV.BOAVISTA",10
"MAL3","MALACA","PRT2","AV.BOAVISTA",11
"NEV3","NEVOGILDE","PRT2","AV.BOAVISTA",12
"PRCD4","PARQUE DA CIDADE","PRT2","AV.BOAVISTA",13
"LGO3","LICEU GARCIA ORTA","PRT2","AV.BOAVISTA",14
"FTM5","FONTE DA MOURA","PRT2","AV.BOAVISTA",15
"PNV3","PAULO NOVAIS","PRT2","AV.BOAVISTA",16
"SRV4","SERRALVES","PRT2","AV.BOAVISTA",17
"PINM3","PINHEIRO MANSO","PRT2","AV.BOAVISTA",18
"FOCO2","FOCO","PRT1","AV.BOAVISTA",19
"BSS2","BESSA","PRT1","AV.BOAVISTA",20
"ACRD2","ANTÓNIO CARDOSO","PRT1","AV.BOAVISTA",21
"AGM2","AGRAMONTE","PRT1","AV.BOAVISTA",22
"BVCM3","BOAVISTA CEMITÉRIO","PRT1","PR.MOUZINHO ALBUQUERQUE",23
"BVBR1","BOAVISTA BRASÍLIA","PRT1","AV.BOAVISTA",24
"HML2","HOSPITAL MILITAR","PRT1","R.RICARDO SEVERO",25
"ICDF1","IGREJA CEDOFEITA","PRT1","LGO.PRIORADO",26
"CDF1","CEDOFEITA","PRT1","R.ÁLVARES CABRAL",27
"PRR7","PR. DA REPÚBLICA","PRT1","R.ÁLVARES CABRAL",28
"JN4","JORNAL DE NOTÍCIAS","PRT1","R.GONÇALO CRISTÓVÃO",29
"BLRB2","BOLHÃO","PRT1","R.BOLHÃO",30
