code,name,zone,address,sequence
"CQ10","CASTELO DO QUEIJO","PRT2","PR.GONÇALVES ZARCO",1
"TIM2","TIMOR","PRT2","AV.MONTEVIDEU",2
"PCV2","PERO COVILHÃ","PRT2","R.GONDARÉM",3
"FCH2","FUNCHAL","PRT2","R.GONDARÉM",4
"MLH3","MOLHE","PRT2","R.GONDARÉM",5
"JNN2","JACINTO NUNES","PRT2","R.GONDARÉM",6
"CRTO4","CRASTO","PRT2","R.GONDARÉM",7
"LIEG2","PR. DE LIÉGE","PRT2","R.MARECHAL SALDANHA",8
"DIU1","DIU","PRT2","R.CÂNDIDA SÁ ALBERGARIA",9
"MFZ2","MERCADO DA FOZ","PRT2","R.CÊRCA",10
"PRI4","PR. DO IMPÉRIO","PRT2","AV.MARECHAL GOMES COSTA",11
"PVC2","PÊRO VAZ CAMINHA","PRT2","AV.MARECHAL GOMES COSTA",12
"JBR2","JOÃO BARROS","PRT2","AV.MARECHAL GOMES COSTA",13
"SRVM4","SERRALVES (MUSEU)","PRT2","R.D.JOÃO CASTRO",14
"SRV2","SERRALVES","PRT2","AV.MARECHAL GOMES COSTA",15
"GC12","GOMES COSTA 1","PRT2","AV.MARECHAL GOMES COSTA",16
"PINM3","PINHEIRO MANSO","PRT2","AV.BOAVISTA",17
"FOCO2","FOCO","PRT1","AV.BOAVISTA",18
"BSS2","BESSA","PRT1","AV.BOAVISTA",19
"ACRD2","ANTÓNIO CARDOSO","PRT1","AV.BOAVISTA",20
"AGM2","AGRAMONTE","PRT1","AV.BOAVISTA",21
"BVCM3","BOAVISTA CEMITÉRIO","PRT1","PR.MOUZINHO ALBUQUERQUE",22
"BCM2","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",23
"GRC1","GRACIOSA","PRT1","AV.FRANÇA",24
"OLM","OLIVEIRA MONTEIRO","PRT1","R.QUINTA AMARELA",25
"MRR2","MARRACUENE","PRT1","R.EGAS MONIZ",26
"MTCV","MONTE CATIVO","PRT1","R.DAMIÃO GÓIS",27
"CTP","CLUBE TÉNIS PORTO","PRT1","R.DAMIÃO GÓIS",28
"AQL2","ANTERO DE QUENTAL","PRT1","R.DAMIÃO GÓIS",29
"FG2","FARIA GUIMARÃES","PRT1","R.JOÃO PEDRO RIBEIRO",30
"MPL11","MARQUÊS","PRT1","R.JOÃO PEDRO RIBEIRO",31
"MPL3","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",32
