code,name,zone,address,sequence
"CMS2","CASA DA MÚSICA (METRO)","PRT1","CASA DA MÚSICA",1
"BCM5","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",2
"BVCM3","BOAVISTA CEMITÉRIO","PRT1","PR.MOUZINHO ALBUQUERQUE",3
"JM2","JUNTA MASSARELOS","PRT1","R.CAMPO ALEGRE",4
"DPV4","D.PEDRO V","PRT1","R.D.PEDRO V",5
"SMAI2","SALGUEIRO MAIA","PRT1","R.D.PEDRO V",6
"MCE2","MUSEU C. ELÉCTRICO","PRT1","ALAM.BASÍLIO TELES",7
"MON2","MONCHIQUE","PRT1","R.MONCHIQUE",8
"ALFG2","ALFÂNDEGA","PRT1","R.NOVA ALFÂNDEGA",9
"MRG2","MIRAGAIA","PRT1","R.NOVA ALFÂNDEGA",10
"RBRI2","RIBEIRA (INFANTE)","PRT1","LGO.S.FRANCISCO",11
"RBR1","RIBEIRA","PRT1","R.INFANTE D.HENRIQUE",12
"ELVG1","ELEVADOR GUINDAIS","PRT1","AV.GUSTAVO EIFFEL",13
"GND2","GUINDAIS","PRT1","R.AUGUSTO ROSA",14
"ALM2","ALAMEDA","PRT1","AV.GUSTAVO EIFFEL",15
"PTDM2","PTE.D.MARIA PIA","PRT1","AV.PAIVA COUCEIRO",16
"FRNS2","FORNOS","PRT1","AV.PAIVA COUCEIRO",17
"VRD2","VARANDAS","PRT1","AV.PAIVA COUCEIRO",18
"JAE2","J.A.E.","PRT1","AV.PAIVA COUCEIRO",19
"ARNH2","AREINHO","PRT3","AV.PAIVA COUCEIRO",20
"EDP2","EDP","PRT1","R.FREIXO",21
"NDA2","NOEDA","PRT1","R.FREIXO",22
"CMP1","CAMPANHÃ","PRT1","R.JUSTINO TEIXEIRA",23
