code,name,zone,address,sequence
"AEPT1","AEROPORTO","VCD8","AEROPORTO",1
"PRU2","PEDRAS RUBRAS","VCD8","AV.AEROPORTO",2
"ADM1","ALTINO DOMINGUES MOREIRA","VCD8","AV.AEROPORTO",3
"BTC2","BOTICA","VCD8","R.BOTICA",4
"FRA2","FEIRA","VCD8","R.GUARDEIRAS",5
"DACM2","DR. A. COSTA MAIA","VCD8","R.GUARDEIRAS",6
"PRUE2","PEDRAS RUBRAS (METRO)","VCD8","R.DR.FARINHOTE",7
"EQRS2","EÇA QUEIRÓS","VCD8","R.FÁBRICA",8
"RRIB2","R.RIBEIRO","VCD8","R.ISOLINO DOMINGUES DA SILVA",9
"LIDM2","LIDADOR (METRO)","VCD8","VIA LIDADOR IGREJA",10
"R10","RUA 10","VCD8","R.1",11
"R7P1","R.7(POENTE)","VCD8","R.1",12
"CDR1","CEDRO","VCD8","R.1",13
"R52","R.5","VCD8","R.CRUZ GUARDEIRAS",14
"CZG2","CRUZ. GUARDEIRAS","VCD8","R.CRUZ GUARDEIRAS",15
"GUD2","GUARDEIRAS","VCD8","R.CRUZ GUARDEIRAS",16
".",".","MAI2","R.CONS.LUÍS MAGALHÃES",17
"MMAI3","GONÇALO MENDES MAIA","MAI2","R.CONS.LUÍS MAGALHÃES",18
"PDM4","PADRÃO DE MOREIRA","MAI2","R.CONS.LUÍS MAGALHÃES",19
"RAL4","REAL","MAI2","R.CONS.LUÍS MAGALHÃES",20
"QTM2","QUINTA DE MOREIRA","MAI1","R.PONTE MOREIRA",21
"RL2","RIO LEÇA","MAI1","R.PONTE MOREIRA",22
"PTM2","PONTE DE MOREIRA","MAI1","R.CUSTIÓ",23
"STL2","STA.LUZIA","MAI1","R.CUSTIÓ",24
"MGDE2","MONTE GRANDE","MAI1","R.CUSTIÓ",25
"MNSO2","MANSO","MAI1","R.CUSTIÓ",26
"CTIO2","CUSTIÓ","MAI1","R.CUSTIÓ",27
"CTOM2","CUSTIÓ (METRO)","MAI1","R.CUSTIÓ",28
"ARJ2","ARAÚJO","MAI1","R.ARAÚJO",29
"REAR2","R. ESTAÇÃO ARAÚJO","MAI1","R.ARAÚJO",30
"GNOR2","GONDIVAI (NORTE)","MAI1","R.GONDIVAI",31
"BVLB2","B. V. LEÇA BALIO","MAI1","R.GONDIVAI",32
"GSUL2","GONDIVAI (SUL)","MAI1","R.GONDIVAI",33
"RNOR2","RECAREI (NORTE)","MAI1","R.RECAREI",34
"RBX2","RECAREI BAIXO","MAI1","R.RECAREI",35
"RSUL2","RECAREI (SUL)","MAI1","R.RECAREI",36
"FAP2","FREI ÁLVARO PINTO","MAI1","R.RECAREI",37
"VFR2","VILARINHO FREIRES","MAI1","R.RECAREI",38
"PLG2","PADRÃO DA LÉGUA","MAI1","R.NOVA SEIXO",39
"CSXN2","C. SEIXO (NORTE)","MAI1","R.NOVA SEIXO",40
"FGT2","FOGUETEIROS (SUL)","MAI1","R.NOVA SEIXO",41
"CSXS2","C. SEIXO (SUL)","MAI1","R.NOVA SEIXO",42
"MTB4","MONTE DOS BURGOS","MAI1","R.NOVA SEIXO",43
"SRPT2","S.RA DO PORTO","PRT2","R.MONTE BURGOS",44
"PPR2","PARQUE DA PRELADA","PRT2","R.MONTE BURGOS",45
"CI22","CINTURA INTERNA","PRT1","R.MONTE BURGOS",46
"HPRL2","HOSP. PRELADA","PRT1","R.MONTE BURGOS",47
"CVI2","CARVALHIDO","PRT1","PR.EXÉRC.LIBERTADOR",48
"QTAM2","QUINTA AMARELA","PRT1","R.OLIVEIRA MONTEIRO",49
"CZV2","CRUZ VERMELHA","PRT1","R.OLIVEIRA MONTEIRO",50
"CMIC2","CAROLINA MICHAELIS","PRT1","R.OLIVEIRA MONTEIRO",51
"ICDF1","IGREJA CEDOFEITA","PRT1","LGO.PRIORADO",52
"TRH2","TORRINHA","PRT1","R.ANÍBAL CUNHA",53
"MATR","MATERNIDADE","PRT1","R.MATERNIDADE",54
"MGB2","MIGUEL BOMBARDA","PRT1","R.ADOLFO CASAIS MONTEIRO",55
"HSA1","HOSP. STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",56
"CORD1","CORDOARIA","PRT1","R.DR.FERREIRA SILVA",57
