code,name,zone,address,sequence
"VALE","VALADARES (ESCOLAS)","VNG4","R.BOA NOVA",1
"BNV2","BOA NOVA","VNG4","R.BOA NOVA",2
"AMSE","A.SANTOS (ESCOLAS)","VNG4","R.PROF.AMADEU SANTOS",3
"LEIR2","LARGO EIRÓS","VNG4","R.PROF.AMADEU SANTOS",4
"COEM","COELHO MOREIRA","VNG4","R.MANUEL M.COSTA JÚNIOR",5
"VAL","VALADARES (EST)","VNG4","R.MANUEL M.COSTA JÚNIOR",6
"CPNH2","CAMPOLINHO","VNG4","R.MANUEL M.COSTA JÚNIOR",7
"JP2","JOSÉ PORTUGAL","VNG4","R.PÁDUA CORREIA",8
"ACNT2","ALBERTO O CANTADOR","VNG4","R.CRASTO",9
"CRST2","CRASTO","VNG4","R.CRASTO",10
"SNG2","SOUSA NOGUEIRA","VNG4","R.CRASTO",11
"SAN2","STO. ANTÓNIO","VNG4","R.CRASTO",12
"CAB2","CABINE","VNG4","LGO.CABINE",13
"ISS2","ISOLINO SOUSA","VNG4","R.ANTÓNIO FRANCISCO SOUSA",14
"AGU2","AGUIM","VNG4","R.ANTÓNIO FRANCISCO SOUSA",15
"GJ2","GOMES JÚNIOR","VNG4","R.ANTÓNIO FRANCISCO SOUSA",16
"MNH2","MANINHO","VNG4","R.ESCOLA MANINHO",17
"PCTO2","PRACETA OLIVEIRAS","VNG4","R.NOVA LISBOA",18
"NVL2","NOVA LISBOA","VNG4","R.BARREIRO",19
"PDI2","PEDREIRAS","VNG4","R.BARREIRO",20
"RDA2","REGO D ÁGUA","VNG4","R.BARREIRO",21
"PTD2","PITADA","VNG4","AV.GOMES JÚNIOR",22
"GDR2","GANDARA","VNG4","AV.GOMES JÚNIOR",23
"QBV2","QUINTA BELA VISTA","VNG4","AV.GOMES JUNIOR",24
"RMT2","R. DAS MATAS","VNG1","R.DR.DOMINGOS MATOS",25
"LGDM2","L. DOMINGOS MATOS","VNG1","R.DR.DOMINGOS MATOS",26
"COB3","COIMBRÕES","VNG1","R.CALHEIROS LOBO",27
"LV2","LAVOURAS","VNG1","R.MACHADO SANTOS",28
"PRMR2","PR. M. SILVA REIS","VNG1","R.MACHADO SANTOS",29
"MJP2","MAJOR PÁLA","VNG1","R.FERNANDES ANJOS",30
"CDL2","CANDAL","VNG1","R.VERA CRUZ",31
"LGM2","LGO. MONTINHO","VNG1","LGO.MONTINHO",32
"AEC2","ALAM.EMPRESA","VNG1","R.REI RAMIRO",33
"AGRO2","AGRO","VNG1","R.REI RAMIRO",34
"VTC2","VITERBO CAMPOS","VNG1","R.REI RAMIRO",35
"FTN2","FONTE NOVA","VNG1","R.REI RAMIRO",36
"CAVE4","LGO. DA CRUZ","VNG1","AV.RAMOS PINTO",37
"LGAJ3","LGO. ALJUBARROTA","VNG1","AV.RAMOS PINTO",38
"SRP","SERPA PINTO","VNG1","R.SERPA PINTO",39
"RMOT2","ROSA MOTA","VNG1","VIA ROSA MOTA",40
"CHP2","CHOUPELO","VNG1","VIA DA MISERICÓRDIA",41
"GENT5","GENERAL TORRES","VNG1","R.GEN.TORRES",42
"GNR2","GNR","VNG1","R.GEN.TORRES",43
"PLU2","PONTE LUÍZ I","VNG1","R.GEN.TORRES",44
"ELVG2","ELEVADOR GUINDAIS","PRT1","AV.GUSTAVO EIFFEL",45
"RBR2","RIBEIRA","PRT1","R.INFANTE D.HENRIQUE",46
"MS1","MOUZINHO SILVEIRA","PRT1","R.MOUZINHO SILVEIRA",47
"SBNT3","EST. S.BENTO","PRT1","R.MOUZINHO SILVEIRA",48
"PRDJ2","PR.D.JOÃO I","PRT1","R.SÁ BANDEIRA",49
"MCBL1","MERCADO DO BOLHÃO","PRT1","R.SÁ BANDEIRA",50
"TRD4","TRINDADE","PRT1","R.TRINDADE",51
