code,name,zone,address,sequence
"MAIZ","MAIA (ZOO)","MAI1","R.N.SRA.BOM DESPACHO",1
"MAII1","MAIA (IGREJA)","MAI1","R.PADRE JOSÉ P.DUARTE",2
"JZOO2","JARDIM ZOOLÓGICO","MAI1","R.IGREJA",3
"VBR1","VISCONDE BARREIROS","MAI1","AV.VISCONDE BARREIROS",4
"MAIA4","MAIA (CAMARA)","MAI1","PR.MUNICÍPIO",5
"SBO2","SOBREIRO","MAI1","AV.D.MANUEL II",6
"MAIE1","MAIA (ESTÁDIO)","MAI1","AV.D.MANUEL II",7
"ALT2"," ALTOS","MAI1","R.DE ALTOS",8
"AMRQ2","ANTÓNIO MARQUES","MAI1","R.ANTÓNIO MARQUES",9
"PLC2","PADRE LUIS CAMPOS","MAI3","R.PADRE LUÍS CAMPOS",10
"ANTZ2","ANTUNES AZEVEDO","MAI3","R.PADRE LUÍS CAMPOS",11
"VRM2","VERMOIM","MAI3","R.PADRE LUÍS CAMPOS",12
"TMQ2","TAMANQUEIROS","MAI3","R.S.ROMÃO VERMOIM",13
"OUTE2","OUTEIRO","MAI1","R.D.MANUEL II",14
"SOUT2","SOUTO","MAI1","R.D.MANUEL II",15
"DMAN2","D. MANUEL II","MAI1","R.D.MANUEL II",16
"QNV2","QUINTA NOVA","MAI1","R.CEGONHEIRA",17
"JCT2","OS JACINTOS","MAI1","R.JACINTOS",18
"MCU3","MACAU","MAI1","R.ALTINO COELHO",19
"MANH2","MANINHOS","MAI1","VIA PERIFÉRICA MAIA VERMOIM",20
"SCND1","STO.CONDESTÁVEL","MAI1","R.D.SILVIA ALVES TEIXEIRA",21
"RAL1","REAL","MAI1","R.D.SILVIA ALVES TEIXEIRA",22
"PCB1","PONTE CABRAS","MAI1","R.CAVACO",23
"CVC1","CAVACO","MAI1","R.JORGE FERREIRINHA",24
"CMGS1","CASAL DOS MOGOS","MAI1","R.JORGE FERREIRINHA",25
"LMG1","LARGO DOS MOGOS","MAI1","R.JORGE FERREIRINHA",26
"ENXN4","ENXINHÃES","MAI1","R.JORGE FERREIRINHA",27
"PND1","PENEDOS","MAI1","R.MANUEL FERREIRA PINTO",28
"MFP2","M. FERREIRA PINTO","MAI1","R.MANUEL FERREIRA PINTO",29
"PDAM2","PADRE AMÉRICO","MAI1","R.MANUEL FERREIRA PINTO",30
"GUFS2","GUEIFÃES","MAI1","R.DR.GERMANO VIEIRA",31
"FLO4","FLORES","MAI1","AV.DR.GERMANO VIEIRA",32
"MTD1","MATADOURO","MAI4","R.5 OUTUBRO",33
"AGR3","ROT.AGRA","MAI4","R.5 OUTUBRO",34
"AGR2","AGRA","MAI4","R.AGRA",35
"PMAI2","1º DE MAIO","MAI4","R.AGRA",36
"RGLO2","ROD. GONÇALVES LAGE (OESTE)","MAI4","R.PONTE PARADA",37
"TRM2","TERRAMONTE","MAI4","R.PONTE PARADA",38
"PRD2","PARADA","MAI4","R.PONTE PARADA",39
"RPAC2","PAÇO","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",40
"CMEI2","CASTRO MEIRELES","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",41
"BOIM2","BOI MORTO","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",42
"TEIB2","TEIBAS","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",43
"CUTM2","CUTAMAS","MAI4","R.ANTÓNIO SIMÕES",44
"PEDR2","PEDROUÇOS DE BAIXO","MAI4","R.ANTÓNIO SIMÕES",45
"JFPD2","J. FREGUESIA PEDROUÇOS","MAI4","AV.N.SRA.NATIVIDADE",46
"SCAB2","SACADURA CABRAL","MAI4","R.GONÇALO MENDES MAIA",47
"ART6","ARROTEIA","MAI4","R.ARROTEIA",48
"FEL2","FELICIANA","MAI1","R.DA ARROTEIA",49
"TARR2","TV. ARROTEIA","MAI1","R.BOUÇA CAVADINHA",50
"HSJ12","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",51
"IPO5","IPO (CIRCUNVAL.)","PRT3","ESTR.CIRCUNVALAÇÃO",52
"ST4","S. TOMÉ","PRT3","R.S.TOMÉ",53
"IB2","ILHA BRAVA","PRT3","R.S.TOMÉ",54
"ISEP2","I.S.E.P.","PRT3","R.S.TOMÉ",55
"ISEP4","ISEP/AGRA","PRT3","R.ANT.BERNARDINO ALMEIDA",56
"DSS","DIONÍSIO SANTOS SILVA","PRT3","R.DIONÍSIO SANTOS SILVA",57
"IPRN2","IGREJA DE PARANHOS","PRT3","R.IGREJA PARANHOS",58
"CVLO2","COVELO","PRT1","R.BOLAMA",59
"BJ1","BENTO JÚNIOR","PRT1","R.BOLAMA",60
"PSOC2","PERPÉTUO SOCORRO","PRT1","R.COSTA CABRAL",61
"MPL4","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",62
"MPL1","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",63
