code,name,zone,address,sequence
"RTE3","RIO TINTO (ESTAÇÃO)","MAI4","PR.ESTAÇÃO",1
"DPA1","DR.PORFÍRIO ANDRADE","MAI4","R.MEDANCELHE",2
"MED1","MEDANCELHE","MAI4","R.JOÃO VIEIRA",3
"CN1","CASAIS NOVOS","MAI4","R.JOÃO VIEIRA",4
"PIT1","PADRE IVO TONELLI","MAI4","R.JOÃO VIEIRA",5
"FARM1","FORÇAS ARMADAS","MAI4","R.JOÃO VIEIRA",6
"STG4","SANTEGÃOS","MAI4","R.JOÃO VIEIRA",7
"AALM2","ANTÃO DE ALMADA","MAI4","R.D.ANTÃO DE ALMADA",8
"JPR1","JOÃO PINTO RIBEIRO","MAI4","R.NOVA SANTEGÃOS",9
"CRRS1","CARREIROS","MAI4","R.RESTAURAÇÃO",10
"TVFO1","TV.FORNO","MAI4","R.RESTAURAÇÃO",11
"TVBO2","TV.BRÁS OLEIRO","MAI4","R.RESTAURAÇÃO",12
"FRN2","FORNO","MAI4","R.DOM AFONSO HENRIQUES",13
"GLV2","GIL VICENTE","MAI4","R.GUERRA JUNQUEIRO",14
"PIV2","PEDRO IVO","MAI4","R.D.AMÉLIA M.ALVES",15
"TNG2","TV.NOVA DA GIESTA","MAI4","R.GENERAL HUMBERTO DELGADO",16
"CMPD2","COMPLEXO MUNICIPAL PEDROUÇOS","MAI4","TV.NOVA DA GIESTA",17
"PDCM2","PEDROUÇOS (CEMITÉRIO)","MAI4","AV.N.SRA.NATIVIDADE",18
"NATV","NOSSA SRA. DA NATIVIDADE","MAI4","AV.N.SRA.NATIVIDADE",19
"JFPD2","J. FREGUESIA PEDROUÇOS","MAI4","AV.N.SRA.NATIVIDADE",20
"MMAI1","G. MENDES DA MAIA","MAI4","R.GONÇALO MENDES MAIA",21
"ENX1","ENXURREIRAS","PRT3","ESTR.CIRCUNVALAÇÃO",22
"ARS8","AREOSA","PRT3","ESTR.CIRCUNVALAÇÃO",23
"RGSM2","RODRIGUES SEMIDE","PRT3","AV.FERNÃO MAGALHAES",24
"STJ4","STA. JUSTA","PRT3","AV.FERNÃO MAGALHAES",25
"BRCC2","BR. COSTA CABRAL","PRT3","AV.FERNÃO MAGALHAES",26
"RCON","R. CONTUMIL","PRT3","AV.FERNÃO MAGALHAES",27
"ANT2","ANTAS (L. CIDADÃO)","PRT1","AV.FERNÃO DE MAGALHÃES",28
"MAV2","MONTE AVENTINO","PRT1","AV.FERNÃO MAGALHAES",29
"SCR1","S. CRISPIM","PRT1","R.CARLOS MALHEIRO DIAS",30
"TXP1","TEIXEIRA PASCOAIS","PRT1","R.CONSTITUIÇÃO",31
"MPL7","MARQUÊS","PRT1","R.CONSTITUIÇÃO",32
"MPL9","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",33
