code,name,zone,address,sequence
"GODS","GONDOMAR (SOUTO)","GDM1","R.BENTO JESUS CARAÇA",1
"MTCR2","MONTE CRASTO","GDM1","R.BENTO JESUS CARAÇA",2
"BVG2","B. V. GONDOMAR","GDM1","R.25 ABRIL",3
"25A2","25 DE ABRIL","GDM1","AV.GEN.HUMBERTO DELGADO",4
"ICPU2","IGREJA CAPUCHINHOS","GDM1","AV.GEN.HUMBERTO DELGADO",5
"VINH2","VINHAL","GDM1","AV.GEN.HUMBERTO DELGADO",6
"TAR6","TARALHÃO","GDM1","AV.GEN.HUMBERTO DELGADO",7
"VL2","VILAR","GDM1","AV.GENERAL HUMBERTO DELGADO",8
"CMR2","CAPITÃO MOURA","GDM1","AV.GENERAL HUMBERTO DELGADO",9
"STE5","S.TA EULÁLIA","GDM1","PRACETA HEROIS ULTRAMAR",10
"STCZ2","S.TA CRUZ","GDM1","R.DR.SEVERIANO",11
"STO2","S.TA OVAIA","GDM1","R.DR.SEVERIANO",12
"VARZ2","VÁRZEA","GDM1","AV.CARVALHA",13
"CB2","CARVALHA DE BAIXO","GDM1","AV.CARVALHA",14
"CV2","CARVALHA","GDM1","AV.CARVALHA",15
"DAC2","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",16
"ASOT2","ALTO DE SOUTELO","GDM1","AV.CARVALHA",17
"INFS2","INFANTE SANTO","GDM1","AV.D.JOAO I",18
"OTH2","OUTEIRINHO","GDM1","AV.D.JOAO I",19
"STBX2","SOUTELO BAIXO","GDM1","AV.D.JOAO I",20
"SCT2","S. CAETANO","GDM1","AV.D.JOAO I",21
"MEIR","MEIRAL","GDM1","R.AFONSO ALBUQUERQUE",22
"SR4","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",23
"SRGB3","S.ROQUE G. BARROS","PRT3","R.S.ROQUE LAMEIRA",24
"ILH2","ILHÉU","PRT3","R.S.ROQUE LAMEIRA",25
"CRT","CARTES","PRT3","R.S.ROQUE LAMEIRA",26
"CHOL2","CHAVES OLIVEIRA","PRT3","R.S.ROQUE LAMEIRA",27
"CRJ2","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",28
"EDRG4","ESTÁDIO DO DRAGÃO","PRT1","R.S.ROQUE LAMEIRA",29
"FVLH2","FONTE VELHA","PRT1","R.S.ROQUE LAMEIRA",30
"CSC","C. SAÚDE CAMPANHÃ","PRT1","R.S.ROQUE LAMEIRA",31
"PRF4","PR. DAS FLORES","PRT1","R.AMPARO",32
"BL2","BARROS LIMA","PRT1","AV.FERNÃO DE MAGALHÃES",33
"NAVE2","NAVE","PRT1","AV.FERNÃO DE MAGALHÃES",34
"C24A3","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",35
"DJOA4","D. JOÃO IV","PRT1","R.FERNANDES TOMÁS",36
"BLM","BOLHÃO (METRO)","PRT1","R.FERNANDES TOMÁS",37
"BLFZ1","BOLHÃO (FIRMEZA)","PRT1","R.SÁ BANDEIRA",38
