code,name,zone,address,sequence
"IKEA1","MAR SHOPPING - IKEA","MTS2","AV.DR.ÓSCAR LOPES",1
"MARS1","MAR SHOPPING NASCENTE","MTS2","AV.MÁRIO MOREIRA MOREIRA MAIA",2
"LFC","LEÇA F.CLUBE","MTS2","R.VELOSO SALGADO",3
"FMAI","FRANCISCO MAIA","MTS2","R.VELOSO SALGADO",4
"REXP1","ROT. DA EXPONOR","MTS2","R.VELOSO SALGADO",5
"CSLP2","C. SAÚDE LEÇA PALMEIRA","MTS2","AV.DR. FERNANDO AROSO",6
"HMBC2","HUMBERTO CRUZ","MTS2","R.ENG.FERNANDO PINTO OLIVEIRA",7
"SOLP2","SOL POENTE","MTS2","R.SOL POENTE",8
"PCVL2","PERO COVILHÃ","MTS2","R.SOL POENTE",9
"IGRL1","IGREJA DE LEÇA","MTS2","R.SOL POENTE",10
"ESBN2","ESC. SEC. BOA NOVA","MTS2","AV.COMBATENTES G.GUERRA",11
"PISM2","PISCINA DAS MARÉS","MTS2","AV.LIBERDADE",12
"PLE2","PRAIA DE LEÇA","MTS2","AV.LIBERDADE",13
"APDL2","APDL","MTS2","AV.LIBERDADE",14
"FSCA2","FRESCA","MTS2","AV.DR.ANTUNES GUIMARÃES",15
"FTV2","FONTE VILA","MTS2","AV.DR.ANTUNES GUIMARÃES",16
"PMV2","PONTE MOVEL","MTS2","AV.DR.ANTUNES GUIMARÃES",17
"QSTG2","QUINTA DE SANTIAGO","MTS2","AV.DR.ANTUNES GUIMARÃES",18
"C62","CAIS 6","MTS2","AV.DR.ANTUNES GUIMARÃES",19
"QTC2","Q.TA DA CONCEICÃO","MTS2","AV.DR.ANTUNES GUIMARÃES",20
"PTLS3","PONTE LEÇA (SUL)","MTS1","AV.COMERCIO LEIXÕES",21
"SMAT2","SENHOR MATOSINHOS","MTS1","AV.COMERCIO LEIXÕES",22
"MATM3","MATOSINHOS MERCADO","MTS1","R.ÁLVARO CASTELÕES",23
"PDZ2","1º DE DEZEMBRO","MTS1","R.ÁLVARO CASTELÕES",24
"GODH4","GODINHO","MTS1","R.ÁLVARO CASTELÕES",25
"PQBT4","PQ BASÍLIO TELES","MTS1","R.TOMÁS RIBEIRO",26
"MATC2","MATOSINHOS (CMM)","MTS1","AV.D.AFONSO HENRIQUES",27
"CRV2","CARCAVELOS","MTS1","AV.D.AFONSO HENRIQUES",28
"DNAP4","D. NUNO A. PEREIRA","MTS1","R.D.NUN''ÁLVARES PEREIRA",29
"ESGZ2","E. SEC. G. ZARCO","MTS1","AV.VILLAGARCIA AROSA",30
"PREA2","PARQUE DE REAL","MTS1","AV.VILLAGARCIA AROSA",31
"QSEC2","QUINTA SECA","MTS1","AV.MERIGNAC",32
"HSPH2","HOSP. P. HISPANO","MTS1","R.DR.EDUARDO TORRES",33
"AZC2","AZENHA DE CIMA","MTS1","R.DR.EDUARDO TORRES",34
"RAEP4","ROT. A.E.P.","PRT2","AV.ASSOC.EMP.DE PORTUGAL",35
"RBSS2","ROT. DO BESSA","PRT1","AV.ASSOC.EMP.DE PORTUGAL",36
"SDP2","SIDÓNIO PAIS","PRT1","AV.SIDÓNIO PAIS",37
"MRS2","MOREIRA SÁ","PRT1","R.5 OUTUBRO",38
"CMS4","CASA DA MÚSICA (METRO)","PRT1","CASA DA MÚSICA",39
"BCM5","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",40
"1BS2","BOAVISTA - B.SUCESSO","PRT1","R.JÚLIO DINIS",41
"PRG2","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",42
"PAL5","PALÁCIO","PRT1","R.D.MANUEL II",43
"HSA1","HOSP. STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",44
"CORD3","CORDOARIA","PRT1","R.DR.FERREIRA SILVA",45
