code,name,zone,address,sequence
"BLRB3","BOLHÃO","PRT1","R.BOLHÃO",1
"GCRT","GONÇALO CRISTÓVÃO","PRT1","R.SÁ BANDEIRA",2
"FTNH1","FONTINHA","PRT1","R.STA.CATARINA",3
"DCAS1","DOZE CASAS","PRT1","R.STA.CATARINA",4
"MPL2","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",5
"PSOC1","PERPÉTUO SOCORRO","PRT1","R.COSTA CABRAL",6
"COMB1","COMBATENTES","PRT1","R.COSTA CABRAL",7
"PLIM1","PIRES DE LIMA","PRT1","R.COSTA CABRAL",8
"SVT3","SILVA TAPADA","PRT1","R.COSTA CABRAL",9
"LW1","LUIS WOODHOUSE","PRT1","R.COSTA CABRAL",10
"CF1","CONDE FERREIRA","PRT3","R.COSTA CABRAL",11
"BRRS1","BARROCAS","PRT3","R.COSTA CABRAL",12
"STJ2","S.TA JUSTA","PRT3","R.COSTA CABRAL",13
"ACO1","ANTÓNIO COELHO","PRT3","R.COSTA CABRAL",14
"AA1","ALTO DA AREOSA","PRT3","R.COSTA CABRAL",15
"ARS2","AREOSA","PRT3","R.COSTA CABRAL",16
"ARSM1","AREOSA (MERCADO)","MAI4","R.D.AFONSO HENRIQUES",17
"AFEI1","AREOSA (FEIRA)","MAI4","R.D.AFONSO HENRIQUES",18
"TRI1","TRIANA","MAI4","R.D.AFONSO HENRIQUES",19
"GIT1","GIESTA","MAI4","R.D.AFONSO HENRIQUES",20
"CRPO1","CRESPO","MAI4","R.D.AFONSO HENRIQUES",21
"FRN1","FORNO","MAI4","R.D.AFONSO HENRIQUES",22
"BRO1","BRÁS OLEIRO","MAI4","R.DOM AFONSO HENRIQUES",23
"CORM1","CORIM","MAI4","R.D.AFONSO HENRIQUES",24
"CORI1","CORISCOS","MAI4","R.D.AFONSO HENRIQUES",25
"PCUA1","PÍCUA","MAI4","R.D.AFONSO HENRIQUES",26
"AM1","ALTO DA MAIA","MAI4","R.D.AFONSO HENRIQUES",27
"JLD2","JÚLIO DINIS","MAI4","R.D.AFONSO HENRIQUES",28
"MEIL1","MEILÃO","MAI4","R.D.AFONSO HENRIQUES",29
"MRT1","MIRANTE","MAI4","R.D.AFONSO HENRIQUES",30
"GAN1","GANDRA","MAI4","R.ELIAS GARCIA",31
"CML1","CAMÉLIAS","MAI4","R.ELIAS GARCIA",32
"MSHP3","MAIASHOPPING","MAI4","R.ELIAS GARCIA",33
"RGFT1","RODRIGUES FREITAS","MAI4","R.ELIAS GARCIA",34
"RLC1","RIO LEÇA","MAI4","R.ELIAS GARCIA",35
"SLOP","SIMÕES LOPES","MAI4","R.SIMÕES LOPES",36
"TVG4","TRAVAGEM","MAI4","R.SIMÕES LOPES",37
