code,name,zone,address,sequence
"C24A4","CAMPO 24 AGOSTO","PRT1","C.24 AGOSTO",1
"DJOA4","D. JOÃO IV","PRT1","R.FERNANDES TOMÁS",2
"RFZ1","RUA FIRMEZA","PRT1","R.D.JOÃO IV",3
"MOR2","MOREIRA","PRT1","R.D.JOÃO IV",4
"ESCN2","ESCOLA NORMAL","PRT1","R.D.JOÃO IV",5
"SI2","STO. ISIDRO","PRT1","R.ALEGRIA",6
"AUS","ESC. AURÉLIA SOUSA","PRT1","R.ALEGRIA",7
"MPL7","MARQUÊS","PRT1","R.CONSTITUIÇÃO",8
"FG1","FARIA GUIMARÃES","PRT1","R.CONSTITUIÇÃO",9
"AQL1","ANTERO DE QUENTAL","PRT1","R.CONSTITUIÇÃO",10
"PISC","PISCINA CONSTIT.","PRT1","R.CONSTITUIÇÃO",11
"BSB","SAPADOR. BOMBEIROS","PRT1","R.CONSTITUIÇÃO",12
"BCG","BCG","PRT1","R.CONSTITUIÇÃO",13
"SP","SERPA PINTO","PRT1","R.SERPA PINTO",14
"RA2","RAMADA ALTA","PRT1","R.SERPA PINTO",15
"CZV4","CRUZ VERMELHA","PRT1","R.N.SRA FÁTIMA",16
"BCM1","BOAVISTA-CASA DA MÚSICA","PRT1","PR.MOUZINHO ALBUQUERQUE",17
"BVCM3","BOAVISTA CEMITÉRIO","PRT1","PR.MOUZINHO ALBUQUERQUE",18
"BS2","BOAVISTA - B.SUCESSO","PRT1","LGO.FERREIRA LAPA",19
"PRG2","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",20
"PAL4","PALÁCIO","PRT1","R.D.MANUEL II",21
"HSA","HOSP.STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",22
"CORD7","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",23
"1LOI3","LÓIOS","PRT1","R.CLÉRIGOS",24
"1SBNT1","EST.S.BENTO","PRT1","AV.D.AFONSO HENRIQUES",25
"LPDZ","L.GO 1º DEZEMBRO","PRT1","R.SARAIVA DE CARVALHO",26
"BTLH6","BATALHA","PRT1","R.DUQUE LOULÉ",27
"SLZ1","S. LÁZARO","PRT1","AV.RODRIGUES FREITAS",28
"PDR4","PADRÃO","PRT1","R.MORGADO MATEUS",29
"C24A4","CAMPO 24 AGOSTO","PRT1","C.24 AGOSTO",30
