code,name,zone,address,sequence
"VDE","VILA D ESTE","VNG2","R.JOSÉ PINTO CORREIA",1
"UVDE2","URB. VILA D''ESTE","VNG2","R.SALGUEIRO MAIA",2
"MIM2","MIMOSAS","VNG2","R.SALGUEIRO MAIA",3
"SALM2","SALGUEIRO MAIA","VNG2","R.SALGUEIRO MAIA",4
"MV2","MONTE DA VIRGEM","VNG2","R.CONCEIÇÃO FERNANDES",5
"HSS2","HOSP. SANTOS SILVA","VNG2","R.CONCEIÇÃO FERNANDES",6
"EMZ2","EGAS MONIZ","VNG2","R.CONCEIÇÃO FERNANDES",7
"SRD2","SARDOAL","VNG1","R.CONCEIÇÃO FERNANDES",8
"EBSR2","ESC. EB 2/3 S REIS","VNG1","R.CONCEIÇÃO FERNANDES",9
"RTP2","RTP","VNG1","R.CONCEIÇÃO FERNANDES",10
"CRVL","CRAVEL","VNG1","R.CONCEIÇÃO FERNANDES",11
"CCC2","CLUBE CAÇADORES","VNG1","R.CONCEIÇÃO FERNANDES",12
"SO2","STO. OVÍDIO","VNG1","R.SOARES REIS",13
"LGET2","L. ESTEVÃO TORRES","VNG1","R.SOARES REIS",14
"CSSR2","C. SAÚDE S. REIS","VNG1","R.SOARES REIS",15
"SRRS2","SOARES DOS REIS","VNG1","R.MARQUÊS SÁ BANDEIRA",16
"BRRS","BARROSA","VNG1","TV.BARROSA",17
"TCVC","TV.CONSELHEIRO VELOSO DA CRUZ","VNG1","R.D.ANTÓNIO FERREIRA GOMES",18
"ALPR1","ALFÉRES PEREIRA","VNG1","R.VISCONDE DEVESAS",19
"VDV2","VISCONDE DEVESAS","VNG1","AV.INFANTE D.HENRIQUE",20
"INFH2","INFANTE D.HENRIQUE","VNG1","AV.INFANTE D.HENRIQUE",21
"TELH2","TELHEIRA","VNG1","AV.DESCOBRIMENTOS",22
"GSHP2","GAIASHOPPING","VNG1","AV.DESCOBRIMENTOS",23
"MAKR6","MAKRO","VNG1","R.SENHOR MATOSINHOS",24
"RSMT2","R. SR MATOSINHOS","VNG1","R.MATAS",25
"TMTS2","TV. MATAS","VNG1","R.MATAS",26
"RMT3","R. DAS MATAS","VNG1","R.MATAS",27
"LGDM2","L. DOMINGOS MATOS","VNG1","R.DR.DOMINGOS MATOS",28
"COB3","COIMBRÕES","VNG1","R.CALHEIROS LOBO",29
"LV2","LAVOURAS","VNG1","R.MACHADO SANTOS",30
"PRMR2","PR. M. SILVA REIS","VNG1","R.MACHADO SANTOS",31
"MJP2","MAJOR PÁLA","VNG1","R.FERNANDES ANJOS",32
"CDL2","CANDAL","VNG1","R.VERA CRUZ",33
"LGM2","LGO. MONTINHO","VNG1","LGO.MONTINHO",34
"AH","ALEX. HERCULANO","VNG1","R.ALEXANDRE HERCULANO",35
"28J2","28 DE JANEIRO","VNG1","R.CAMILO CASTELO BRANCO",36
"CCB2","CAMILO C. BRANCO","VNG1","R.CAMILO CASTELO BRANCO",37
"ARRB2","ARRÁBIDASHOPPING","VNG1","AV.ESCULTORES",38
"JA2","JARDINS DA ARRÁBIDA","VNG1","AV.ESCULTORES",39
"CHAS2","CHÃS","VNG1","AV.ESCULTORES",40
"NOC","NÓ CANDAL","VNG1","VIA ENGENHEIRO EDGAR CARDOSO",41
"GONS2","GONÇALO SAMPAIO","PRT1","R.GONÇALO SAMPAIO",42
"BS9","BOAVISTA (BOM SUCESSO)","PRT1","R.BOM SUCESSO",43
