code,name,zone,address,sequence
"LVP","LAVADORES (PRAIA)","VNG5","AV.BEIRA MAR",1
"JGD2","JORGE DIAS","VNG5","R.BÉLGICA",2
"ELV2","ESTAMPARIA LAVADORES","VNG5","R.BÉLGICA",3
"ACB2","AREIAS CABEDELO","VNG5","R.BÉLGICA",4
"PIC2","PICÃO","VNG5","R.BÉLGICA",5
"FTS2","FONTES","VNG5","R.BÉLGICA",6
"ALUM2","ALUMIARA","VNG5","TV.SENRA",7
"JMA","JOSÉ MARIA ALVES","VNG5","R.JOSÉ MARIA ALVES",8
"BGJ2","BRAGA JÚNIOR","VNG5","R.BÉLGICA",9
"SCC2","SPORT CLUBE CANIDELO","VNG5","R.BÉLGICA",10
"ESPH2","ESPINHEIRO","VNG5","R.BÉLGICA",11
"QCMN2","QUATRO CAMINHOS","VNG5","R.TENENTE VALADIM",12
"RTV2","R. TENENTE VALADIM","VNG5","R.TENENTE VALADIM",13
"RFL2","R. FONTE LODOSA","VNG5","TV.TENENTE VALADIM",14
"TFL2","TV. FONTE LODOSA","VNG1","R.TENENTE VALADIM",15
"CDL2","CANDAL","VNG1","R.VERA CRUZ",16
"LGM2","LGO. MONTINHO","VNG1","LGO.MONTINHO",17
"AH","ALEX. HERCULANO","VNG1","R.ALEXANDRE HERCULANO",18
"28J2","28 DE JANEIRO","VNG1","R.CAMILO CASTELO BRANCO",19
"CCB2","CAMILO C. BRANCO","VNG1","R.CAMILO CASTELO BRANCO",20
"ARRB2","ARRÁBIDASHOPPING","VNG1","AV.ESCULTORES",21
"JA2","JARDINS DA ARRÁBIDA","VNG1","AV.ESCULTORES",22
"CHAS2","CHÃS","VNG1","AV.ESCULTORES",23
"NOC","NÓ CANDAL","VNG1","VIA ENGENHEIRO EDGAR CARDOSO",24
"GONS2","GONÇALO SAMPAIO","PRT1","R.GONÇALO SAMPAIO",25
"1BS3","BOAVISTA - B.SUCESSO","PRT1","RUA DE SÃO PAULO",26
"BS1","BOAVISTA - B.SUCESSO","PRT1","R.JÚLIO DINIS",27
"BCM2","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",28
"CMS6","CASA DA MÚSICA (METRO)","PRT1","R.CAPITÃO HENRIQUE GALVÃO",29
