code,name,zone,address,sequence
"HSJ9","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",1
"ASP3","ASPRELA","PRT3","ESTR.CIRCUNVALAÇÃO",2
"ENX1","ENXURREIRAS","PRT3","ESTR.CIRCUNVALAÇÃO",3
"ARS4","AREOSA","PRT3","ESTR.CIRCUNVALAÇÃO",4
"VRZL1","VARZIELA","PRT3","ESTR.CIRCUNVALAÇÃO",5
"RBD1","REBORDÃOS","PRT3","ESTR.CIRCUNVALAÇÃO",6
"RNH1","RANHA","PRT3","ESTR.CIRCUNVALAÇÃO",7
"PQN1","PARQUE NASCENTE","PRT3","ESTR.CIRCUNVALAÇÃO",8
"VLC1","VILA COVA","PRT3","ESTR.CIRCUNVALAÇÃO",9
"FBC1","FÁBRICA DO COBRE","PRT3","ESTR.CIRCUNVALAÇÃO",10
"SRGB1","S. ROQUE G. BARROS","PRT3","R.GAMA BARROS",11
"SR2","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",12
"TPT1","TV. DA PONTE","GDM1","R.AFONSO ALBUQUERQUE",13
"SCT1","S. CAETANO","GDM1","AV.D.JOAO I",14
"STBX1","SOUTELO BAIXO","GDM1","AV.D.JOAO I",15
"OTH1","OUTEIRINHO","GDM1","AV.D.JOAO I",16
"INFS1","INFANTE SANTO","GDM1","AV.D.JOAO I",17
"ASOT1","ALTO DE SOUTELO","GDM1","AV.D.JOAO I",18
"DAC1","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",19
"CV1","CARVALHA","GDM1","AV.CARVALHA",20
"CB1","CARVALHA DE BAIXO","GDM1","AV.CARVALHA",21
"VARZ1","VÁRZEA","GDM1","AV.CARVALHA",22
"STO1","S.TA OVAIA","GDM1","AV.CARVALHA",23
"STCZ1","S.TA CRUZ","GDM1","R.DR.SEVERIANO",24
"STE1","S.TA EULÁLIA","GDM1","PRACETA HEROIS ULTRAMAR",25
"ESTV1","ESTIVADA","GDM1","R.GUERRA JUNQUEIRO",26
"BRR1","BARREIROS","GDM1","R.GUERRA JUNQUEIRO",27
"ATSR1","ALTO DA SERRA","GDM2","R.EDUARDO CASTRO GANDRA",28
"BV1","BELA VISTA","GDM2","R.EDUARDO CASTRO GANDRA",29
"C301","CURVA DO 30","GDM2","R.EDUARDO CASTRO GANDRA",30
"BH1","BELO HORIZONTE","GDM2","R.EDUARDO CASTRO GANDRA",31
"COVH1","COVILHÃ","GDM2","R.EDUARDO CASTRO GANDRA",32
"RF1","RIO FERREIRA","GDM2","R.ENG.FARINAS ALMEIDA",33
"SPC1","S. PEDRO DA COVA","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",34
"PSL1","PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",35
"SPC2","S.PEDRO C. /PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",36
