code,name,zone,address,sequence
"HSJ1","HOSP. S. JOÃO (METRO)","PRT3","ALAM.HERNÂNI MONTEIRO",1
"ASP3","ASPRELA","PRT3","ESTR.CIRCUNVALAÇÃO",2
"ENX1","ENXURREIRAS","PRT3","ESTR.CIRCUNVALAÇÃO",3
"ARSM3","AREOSA (MERCADO)","MAI4","R. ARROTEIAS",4
"ARSF3","AREOSA (FEIRA)","MAI4","R.ANT.FELICIANO CASTILHO",5
"HUMB1","HUMBERTO DELGADO","MAI4","R.GENERAL HUMBERTO DELGADO",6
"TNG1","TV. NOVA DA GIESTA","MAI4","R.GENERAL HUMBERTO DELGADO",7
"PIV1","PEDRO IVO","MAI4","R.D.AMÉLIA M.ALVES",8
"GLV1","GIL VICENTE","MAI4","R.GIL VICENTE",9
"SGMC1","S. GEMIL (CAMINHO FERRO)","MAI4","R.GUERRA JUNQUEIRO",10
"DDN1","D.DINIS","MAI4","R.GUERRA JUNQUEIRO",11
"5OUT1","5 DE OUTUBRO","MAI4","R.TEÓFILO BRAGA",12
"DCPF1","DR.CARLOS FELGUEIRAS","MAI4","R.NOVA S.GEMIL",13
"SRG1","SRA. DA GUADALUPE","MAI4","R.GUERRA JUNQUEIRO",14
"FMGO1","FORMIGUEIRO","MAI4","R.GUERRA JUNQUEIRO",15
"GGC1","GAGO COUTINHO","MAI4","R.MANUEL GONÇALVES LAGE",16
"RGLE1","ROD. GONÇALVES LAGE (ESTE)","MAI4","R.MANUEL GONÇALVES LAGE",17
"PRD1","PARADA","MAI4","R.MANUEL GONÇALVES LAGE",18
"TRM1","TERRAMONTE","MAI4","R.PONTE PARADA",19
"RGLO1","ROD. GONÇALVES LAGE","MAI4","R.PONTE PARADA",20
"PMAI1","1º DE MAIO","MAI4","R.AGRA",21
"AGR1","AGRA","MAI4","R.AGRA",22
"VESS1","VESSADA","MAI4","R.VESSADA",23
"RARR1","ARROTEIA","MAI4","R.ARROTEIA",24
"RCNH1","R.CONCHAS","MAI4","R.CONCHAS",25
"CSAD1","CENTRO SAÚDE","MAI4","R.ESCOLAS",26
"ANV1","ALDEIA NOVA","MAI4","R.SALGUEIROS",27
"ZIND1","ZONA INDUSTRIAL","MAI4","R.SALGUEIROS",28
"MPN1","MONTE PENEDO","MAI4","R.DR.JOAQUIM NOGUEIRA SANTOS",29
"PRMV1","PRIMAVERA","MAI4","R.DR. JOAQUIM NOGUEIRA SANTOS",30
"PNHL1","PINHAL","MAI4","VIA DE ARDEGÃES",31
"TARG1","TV. DE ARDEGÃES","MAI4","VIA DE ARDEGÃES",32
"ARDG3","ARDEGÃES","MAI4","VIA DE ARDEGÃES",33
"PHIP1","PEDRO HISPANO","MAI4","R.SIMÕES LOPES",34
"SAMP1","SAMPAIO","MAI4","R.SIMÕES LOPES",35
"TSL1","TV. SIMÕES LOPES","MAI4","R.SIMÕES LOPES",36
"TVG1","TRAVAGEM","MAI4","ESTR.N.105",37
"RLC2","RIO LEÇA","MAI4","R.ELIAS GARCIA",38
"RGFT2","RODRIGUES FREITAS","MAI4","R.ELIAS GARCIA",39
"RIGR1","R. IGREJA","MAI4","R.IGREJA",40
"ERMI1","ERMESINDE (IGREJA)","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",41
"ERM2","ERMESINDE (ESTAÇÃO)","MAI4","LGO.ESTAÇÃO",42
