code,name,zone,address,sequence
"AEPT1","AEROPORTO","VCD8","AEROPORTO",1
"BRRO4","BARREIRO","VCD8","R.DO BARREIRO",2
"ZIND4","ZONA INDUSTRIAL","VCD8","R.BARREIRO",3
"ESTR2","RUA DA ESTRADA","VCD8","VIA ESTRUTURANTE DE CRESTINS",4
"CRTM2","CRESTINS (METRO)","VCD8","VIA ESTRUTURANTE DE CRESTINS",5
"SEND2","SENDAL","MAI1","VIA ESTRUTURANTE DE CRESTINS",6
"STLZ4","CRESTINS (STA. LUZIA)","MAI1","VIA ESTRUTURANTE DE CRESTINS",7
"RL2","RIO LEÇA","MAI1","R.PONTE MOREIRA",8
"PTM2","PONTE DE MOREIRA","MAI1","R.CUSTIÓ",9
"STL2","STA.LUZIA","MAI1","R.CUSTIÓ",10
"MGDE2","MONTE GRANDE","MAI1","R.CUSTIÓ",11
"MNSO2","MANSO","MAI1","R.CUSTIÓ",12
"CTIO2","CUSTIÓ","MAI1","R.CUSTIÓ",13
"CTOM2","CUSTIÓ (METRO)","MAI1","R.CUSTIÓ",14
"ARJ2","ARAÚJO","MAI1","R.ARAÚJO",15
"REAR2","R. ESTAÇÃO ARAÚJO","MAI1","R.ARAÚJO",16
"GNOR2","GONDIVAI (NORTE)","MAI1","R.GONDIVAI",17
"BVLB2","B. V. LEÇA BALIO","MAI1","R.GONDIVAI",18
"GSUL2","GONDIVAI (SUL)","MAI1","R.GONDIVAI",19
"RNOR2","RECAREI (NORTE)","MAI1","R.RECAREI",20
"RBX2","RECAREI BAIXO","MAI1","R.RECAREI",21
"RSUL2","RECAREI (SUL)","MAI1","R.RECAREI",22
"FAP2","FREI ÁLVARO PINTO","MAI1","R.RECAREI",23
"VFR2","VILARINHO FREIRES","MAI1","R.RECAREI",24
"PLG2","PADRÃO DA LÉGUA","MAI1","R.NOVA SEIXO",25
"CSXN2","C. SEIXO (NORTE)","MAI1","R.NOVA SEIXO",26
"FGT2","FOGUETEIROS (SUL)","MAI1","R.NOVA SEIXO",27
"CSXS2","C. SEIXO (SUL)","MAI1","R.NOVA SEIXO",28
"MTB4","MONTE DOS BURGOS","MAI1","R.NOVA SEIXO",29
"SRPT2","S.RA DO PORTO","PRT2","R.MONTE BURGOS",30
"PPR2","PARQUE DA PRELADA","PRT2","R.MONTE BURGOS",31
"CI22","CINTURA INTERNA","PRT1","R.MONTE BURGOS",32
"HPRL2","HOSP. PRELADA","PRT1","R.MONTE BURGOS",33
"CVI2","CARVALHIDO","PRT1","PR.EXÉRC.LIBERTADOR",34
"QTAM2","QUINTA AMARELA","PRT1","R.OLIVEIRA MONTEIRO",35
"CZV2","CRUZ VERMELHA","PRT1","R.OLIVEIRA MONTEIRO",36
"CMIC2","CAROLINA MICHAELIS","PRT1","R.OLIVEIRA MONTEIRO",37
"ICDF1","IGREJA CEDOFEITA","PRT1","LGO.PRIORADO",38
"CDF1","CEDOFEITA","PRT1","R.ÁLVARES CABRAL",39
"PRR7","PR. DA REPÚBLICA","PRT1","R.ÁLVARES CABRAL",40
"TRD5","TRINDADE","PRT1","R.CAMÕES",41
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",42
