code,name,zone,address,sequence
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",1
"TRD1","TRINDADE","PRT1","R.TRINDADE",2
"GCRT1","GONÇALO CRISTÓVÃO","PRT1","R.DR.ALFREDO MAGALHÃES",3
"PRR3","PR. DA REPÚBLICA","PRT1","R.JOÃO REGRAS",4
"LAPA1","LAPA","PRT1","LGO.LAPA",5
"HSM3","HOSP. S.TA MARIA","PRT1","R.ANTERO QUENTAL",6
"CONS3","CONSTITUIÇÃO","PRT1","R.ANTERO QUENTAL",7
"VFM7","VALE FORMOSO","PRT1","R.VALE FORMOSO",8
"CSP1","C. SAÚDE PARANHOS","PRT1","R.VALE FORMOSO",9
"ADA4","ARCA D ÁGUA","PRT1","R.VALE FORMOSO",10
"CI31","CINTURA INTERNA","PRT1","R.AMIAL",11
"CAM1","CARLOS AMARANTE","PRT3","R.AMIAL",12
"TLHR1","TELHEIRA","PRT3","R.AMIAL",13
"BLG1","BERLENGAS","PRT3","R.AMIAL",14
"AML1","AMIAL","PRT3","R.AMIAL",15
"TLHO1","TELHEIRO","MAI1","R.SILVA BRINCO",16
"FLOS1","FLORES","MAI1","R.SILVA BRINCO",17
"SMMM1","S.MAMEDE (MERCADO)","MAI1","R.GODINHO FARIA",18
"SMM1","S. MAMEDE","MAI1","R.GODINHO FARIA",19
"SM1","SÁ E MELO","MAI1","R.GODINHO FARIA",20
"CSSM1","C. SAÚDE S. MAMEDE","MAI1","R.GODINHO FARIA",21
"ASZ1","ABEL SALAZAR","MAI1","R.GODINHO FARIA",22
"PP1","PONTE DA PEDRA","MAI1","R.GODINHO FARIA",23
"PMQ1","PEDRO MESQUITA","MAI1","R.SANTANA",24
"CCB","CAMILO C. BRANCO","MAI1","R.SANTANA",25
"STN1","SANTANA","MAI1","R.SANTANA",26
"SRSD1","S.RA DA SAÚDE","MAI1","R.SANTANA",27
"AAX1","ANTONIO ALEIXO","MAI1","R.SANTANA",28
"CTSS1","CATASSOL","MAI1","R.CATASSOL",29
"CBN1","COMBONIANOS","MAI1","R.AUGUSTO SIMÕES",30
"LVR1","ROT.LAVRADOR","MAI1","AV.ANTÓNIO SANTOS LEITE",31
"SL2","SANTOS LEITE","MAI1","AV.ANTÓNIO SANTOS LEITE",32
"IMAI1","IGREJA DA MAIA","MAI1","AV.ANTÓNIO SANTOS LEITE",33
"MAIA3","MAIA (CÂMARA)","MAI1","R.AUGUSTO SIMÕES",34
"FOR1","FÓRUM","MAI1","R.SIMÃO BOLIVAR",35
"FCR1","FERREIRA DA CRUZ","MAI1","R.DOMINGOS BARREIROS TOMÉ",36
"AC3","ALTINO COELHO","MAI1","R.ENG.DUARTE PACHECO",37
"PINT1","PINTA","MAI3","R.ENG.DUARTE PACHECO",38
"AQR1","AQUILINO RIBEIRO","MAI3","R.DR.BERNARDINO MACHADO",39
"HIP1","HIPERMERCADO","MAI3","VIA COMENDADOR VALENTIM DOS SANTOS DINIS",40
"PAS1","P. ABÍLIO SAMPAIO","MAI3","R.P. ABÍLIO SAMPAIO",41
"JFB1","JUNTA FREG. BARCA","MAI3","R.P. ABÍLIO SAMPAIO",42
"GEST","GESTALINHO","MAI3","R.P. ABÍLIO SAMPAIO",43
"BARC1","BARCA","MAI3","R.GESTALINHO",44
