code,name,zone,address,sequence
"MPL9","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",1
"RALG","R. DA ALEGRIA","PRT1","R.LATINO COELHO",2
"AUS","ESC. AURÉLIA SOUSA","PRT1","R.ALEGRIA",3
"LIMA1","LIMA","PRT1","R.ALEGRIA",4
"COMB3","COMBATENTES","PRT1","AV.COMBATENTES G.GUERRA",5
"DC4","DIOGO CÃO","PRT1","AV.COMBATENTES G.GUERRA",6
"IANT3","IGREJA DAS ANTAS","PRT1","ALAM.DAS ANTAS",7
"AANT1","ALAMEDA DAS ANTAS","PRT1","ALAM.DAS ANTAS",8
"EDRG1","ESTÁDIO DO DRAGÃO","PRT1","ALAM.DAS ANTAS",9
"CRJ1","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",10
"FSTO1","FERR. DOS SANTOS","PRT3","R.ESCOLAS",11
"FALC","FALCÃO","PRT3","R.ESCOLAS",12
"CRT2","CARTES","PRT3","R.ESCOLAS",13
"ESCL","ESCOLAS","PRT3","R.DR.JOSÉ A.MARQUES",14
"SR2","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",15
"TPT1","TV. DA PONTE","GDM1","R.AFONSO ALBUQUERQUE",16
"TMEI1","TV.MEIRAL","GDM1","R.MEIRAL",17
"AAS1","ANTÓNIO AUG.SILVA","GDM1","R.MEIRAL",18
"VNEM1","VITORINO NEMESIO","GDM1","R.ESTEVES",19
"MRDR1","MIRADOURO","GDM1","R.ESTEVES",20
"PCAR1","PRACETA AREIAS","GDM1","R.ESTEVES",21
"PDEH1","PADRE DEHON","GDM1","R.PADRE DEHON",22
"TCRZ1","TV.CRUZES","GDM1","R.CRUZES",23
"PTLH","PORTELINHA","GDM1","R.CRUZES",24
"OLB1","OLIVEIRA LOBO","GDM1","R.MANARIZ",25
"ASOT3","ALTO DE SOUTELO","GDM1","R.DR.OLIVEIRA LOBO",26
"DAC1","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",27
"CV1","CARVALHA","GDM1","AV.CARVALHA",28
"CB3","CARVALHA DE BAIXO","GDM1","AV.DA CONDUTA",29
"CABN2","CABANAS","GDM1","AV.DA CONDUTA",30
"FNZ3","FÂNZERES (METRO)","GDM1","AVENIDA PROF. CAVACO SILVA",31
"VDN7","VENDA NOVA","GDM1","AV.PROF. ANIBAL CAVACO SILVA",32
