code,name,zone,address,sequence
"HSJ1","HOSP. S. JOÃO (METRO)","PRT3","ALAM.HERNÂNI MONTEIRO",1
"ASP3","ASPRELA","PRT3","ESTR.CIRCUNVALAÇÃO",2
"ENX1","ENXURREIRAS","PRT3","ESTR.CIRCUNVALAÇÃO",3
"ARSM3","AREOSA (MERCADO)","MAI4","R. ARROTEIAS",4
"ARSF3","AREOSA (FEIRA)","MAI4","R.ANT.FELICIANO CASTILHO",5
"HUMB1","HUMBERTO DELGADO","MAI4","R.GENERAL HUMBERTO DELGADO",6
"TNG1","TV. NOVA DA GIESTA","MAI4","R.GENERAL HUMBERTO DELGADO",7
"PIV1","PEDRO IVO","MAI4","R.D.AMÉLIA M.ALVES",8
"GLV1","GIL VICENTE","MAI4","R.GIL VICENTE",9
"SGMC1","S. GEMIL (CAMINHO FERRO)","MAI4","R.GUERRA JUNQUEIRO",10
"DDN1","D.DINIS","MAI4","R.GUERRA JUNQUEIRO",11
"5OUT1","5 DE OUTUBRO","MAI4","R.TEÓFILO BRAGA",12
"DCPF1","DR.CARLOS FELGUEIRAS","MAI4","R.NOVA S.GEMIL",13
"SRG1","SRA. DA GUADALUPE","MAI4","R.GUERRA JUNQUEIRO",14
"FMGO1","FORMIGUEIRO","MAI4","R.GUERRA JUNQUEIRO",15
"GGC1","GAGO COUTINHO","MAI4","R.MANUEL GONÇALVES LAGE",16
"RGLE1","ROD. GONÇALVES LAGE (ESTE)","MAI4","R.MANUEL GONÇALVES LAGE",17
"PRD1","PARADA","MAI4","R.MANUEL GONÇALVES LAGE",18
"TRM1","TERRAMONTE","MAI4","R.PONTE PARADA",19
"RGLO1","ROD. GONÇALVES LAGE","MAI4","R.PONTE PARADA",20
"PMAI1","1º DE MAIO","MAI4","R.AGRA",21
"AGR1","AGRA","MAI4","R.AGRA",22
"VESS1","VESSADA","MAI4","R.VESSADA",23
"RARR1","ARROTEIA","MAI4","R.ARROTEIA",24
"RCNH1","R.CONCHAS","MAI4","R.CONCHAS",25
"CSAD1","CENTRO SAÚDE","MAI4","R.ESCOLAS",26
"TESC1","TV.ESCOLAS","MAI4","R.ESCOLAS",27
"IGMI1","IGREJA (MILHEIROS)","MAI4","R.GENERAL HUMBERTO DELGADO",28
"ARRG1","ARREGADAS","MAI4","R.GENERAL HUMBERTO DELGADO",29
"QULH1","QUELHAS","MAI4","R.ARREGADAS",30
"ARRV1","ARREGADAS (VIADUTO)","MAI4","R.ARREGADAS",31
"PISA1","PISÃO","MAI4","R.ARREGADAS",32
"RCTL1","R.CRISTAL","MAI4","R.ARREGADAS",33
"ARDG1","ARDEGÃES","MAI4","R.CENTRAL ARDEGÃES",34
"PHIP1","PEDRO HISPANO","MAI4","R.SIMÕES LOPES",35
"SAMP1","SAMPAIO","MAI4","R.SIMÕES LOPES",36
"TSL1","TV. SIMÕES LOPES","MAI4","R.SIMÕES LOPES",37
"TVG1","TRAVAGEM","MAI4","ESTR.N.105",38
"RLC2","RIO LEÇA","MAI4","R.ELIAS GARCIA",39
"RGFT2","RODRIGUES FREITAS","MAI4","R.ELIAS GARCIA",40
"RIGR1","R. IGREJA","MAI4","R.IGREJA",41
"ERMI1","ERMESINDE (IGREJA)","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",42
"ERM2","ERMESINDE (ESTAÇÃO)","MAI4","LGO.ESTAÇÃO",43
