code,name,zone,address,sequence
"QBV2","QUINTA BELA VISTA","VNG4","AV.GOMES JUNIOR",1
"RMT2","R. DAS MATAS","VNG1","R.DR.DOMINGOS MATOS",2
"LGDM2","L. DOMINGOS MATOS","VNG1","R.DR.DOMINGOS MATOS",3
"COB3","COIMBRÕES","VNG1","R.CALHEIROS LOBO",4
"COB6","COIMBRÕES 1","VNG1","R.BARÃO CORVO",5
"RGR1","REGUEIRA","VNG1","R.BARÃO CORVO",6
"APRD1","ARCO DO PRADO","VNG1","R.BARÃO CORVO",7
"MRI1","MARIANI","VNG1","R.BARÃO CORVO",8
"GA1","GUEDES AMORIM","VNG1","R.JOSÉ MARIANI",9
"DV2","DEVESAS","VNG1","R.VISCONDE DEVESAS",10
"DVE1","DEVESAS (ESTAÇÃO)","VNG1","R.VISCONDE DEVESAS",11
"DISP2","DISPENSÁRIO","VNG1","R.CONS.VELOSO CRUZ",12
"TRBG2","TRIBUNAL DE GAIA","VNG1","R.CONSELHEIRO VELOSO CRUZ",13
"HGAI1","HOSP. GAIA","VNG1","R.PINTO MOURÃO FERREIRA",14
"CMG1","CÂMARA DE GAIA","VNG1","AV. REPÚBLICA",15
"GENT3","GENERAL TORRES","VNG1","AV.REPÚBLICA",16
"JMRR2","JARDIM DO MORRO","VNG1","AV.REPÚBLICA",17
"QSPL2","QUARTEL SRR. PILAR","VNG1","R.RODRIGUES FREITAS",18
"ESPL2","ESCARPA SERRA PILAR","VNG1","AV.DOM JOÃO II",19
"DQL1","DUQUE LOULÉ","PRT1","AV.RODRIGUES FREITAS",20
"ALXH3","ALEX. HERCULANO","PRT1","R.ALEXANDRE HERCULANO",21
"BTLH1","BATALHA","PRT1","PR.BATALHA",22
"PRDJ","PR. D. JOÃO I","PRT1","R.DR.MAGALHÃES LEMOS",23
"TRD3","TRINDADE","PRT1","R.TRINDADE",24
