code,name,zone,address,sequence
"AEPT1","AEROPORTO","VCD8","AEROPORTO",1
"PRU2","PEDRAS RUBRAS","VCD8","AV.AEROPORTO",2
"BRRO4","BARREIRO","VCD8","R.DO BARREIRO",3
"ZIND4","ZONA INDUSTRIAL","VCD8","R.BARREIRO",4
"ESTR2","RUA DA ESTRADA","VCD8","VIA ESTRUTURANTE DE CRESTINS",5
"CRTM2","CRESTINS (METRO)","VCD8","VIA ESTRUTURANTE DE CRESTINS",6
"SEND2","SENDAL","MAI1","VIA ESTRUTURANTE DE CRESTINS",7
"STLZ4","CRESTINS (STA. LUZIA)","MAI1","VIA ESTRUTURANTE DE CRESTINS",8
"QTM1","QUINTA DE MOREIRA","MAI1","R.PONTE MOREIRA",9
"RAL3","REAL","MAI2","R.CONS.LUÍS MAGALHÃES",10
"PDM1","PADRÃO MOREIRA","MAI2","R.CORONEL CARLOS MOREIRA",11
"PMVA1","PRIMAVERA","MAI2","R.CORONEL CARLOS MOREIRA",12
"CHC1","CHANCIDRO","MAI2","R.CORONEL CARLOS MOREIRA",13
"GU1","GUARDA","MAI2","R.CORONEL CARLOS MOREIRA",14
"GDM11","GODIM","MAI2","R.CORONEL CARLOS MOREIRA",15
"CCA2","CONS.COSTA AROSO","MAI1","R.CONSELHEIRO COSTA AROSO",16
"QTAD1","QUINTA ANDORINHAS","MAI1","R.CONSELHEIRO COSTA AROSO",17
"PIN1","PINHEIRAL","MAI1","R.PADRE JOSÉ P.DUARTE",18
"MAII1","MAIA (IGREJA)","MAI1","R.PADRE JOSÉ P.DUARTE",19
"JZOO2","JARDIM ZOOLÓGICO","MAI1","R.IGREJA",20
"VBR1","VISCONDE BARREIROS","MAI1","AV.VISCONDE BARREIROS",21
"MAIA4","MAIA (CAMARA)","MAI1","PR.MUNICÍPIO",22
"SBO2","SOBREIRO","MAI1","AV.D.MANUEL II",23
"LUCM2","LUIS CAMÕES","MAI1","R.JOSÉ RODRIGUES JÚNIOR",24
"LAGE2","LAGE","MAI1","R.LAGE",25
"VSG1","VASCO GAMA","MAI1","R.AUGUSTO SIMÕES",26
"TVAS1","TV.AUGUSTO SIMÕES","MAI1","R.AUGUSTO SIMÕES",27
"LVR4","ROT.LAVRADOR","MAI1","R.5 OUTUBRO",28
"5OTB2","5 DE OUTUBRO","MAI1","R.5 OUTUBRO",29
"HB2","HENRIQUE BARROS","MAI1","R.HENRIQUE BARROS",30
"SM4","SÁ E MELO","MAI1","TV.DOS MANINHOS",31
"PDAM4","PADRE AMÉRICO","MAI1","R.PADRE AMÉRICO",32
"GUFS2","GUEIFÃES","MAI1","R.DR.GERMANO VIEIRA",33
"FLO2","FLORES","MAI1","AV.FLORES",34
"GUFE2","GUEIFÃES (ESC.EB2/3)","MAI1","AV.FLORES",35
"ARCO2","ARCO","MAI1","R.ARCO",36
"MTA2","MOUTA","MAI1","R.M.FERREIRA CRUZ",37
"MALM2","MALMEQUERES","MAI1","R.PONTE PEDRA",38
"AZN2","AZENHA NOVA","MAI1","R.PONTE PEDRA",39
"CNV2","CEMITÉRIO NOVO","MAI1","R.SANTOS DIAS",40
"ZOID2","ZONA INDUSTRIAL","MAI1","R.SANTOS DIAS",41
"ASZ4","ABEL SALAZAR","MAI1","R.SANTOS DIAS",42
"SSD2","SANTOS DIAS","MAI1","R.LARANJEIRAS",43
"ESAS2","ESC.SEC.ABEL SALAZAR","MAI1","R.LARANJEIRAS",44
"LARJ2","LARANJEIRAS","MAI1","R.HENRIQUE BRAVO",45
"SMM3","S. MAMEDE","MAI1","R.PADRE COSTA",46
"MOD2","MOALDE","MAI1","R.PADRE COSTA",47
"OG2","OLIVEIRA GAIO","MAI1","R.PADRE COSTA",48
"DRB2","DR.BARROS","MAI1","R.PADRE COSTA",49
"ISCP2","ISCAP","MAI1","R.PADRE COSTA",50
"CVD2","CAVADAS","MAI1","R.PADRE COSTA",51
"FEL2","FELICIANA","MAI1","R.DA ARROTEIA",52
"TARR2","TV. ARROTEIA","MAI1","R.BOUÇA CAVADINHA",53
"HSJ10","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",54
"HSJ3","HOSP. S. JOÃO (METRO)","PRT3","ALAM.HERNÂNI MONTEIRO",55
