code,name,zone,address,sequence
"SPC3","S.PEDRO C. /PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",1
"PSL2","PASSAL","GDM2","R.ANTÓNIO MANUEL SEQUEIRA",2
"SPC","S. PEDRO DA COVA","GDM2","R.ENG.FARINAS ALMEIDA",3
"RF2","RIO FERREIRA","GDM2","R.ENG.FARINAS ALMEIDA",4
"COVH4","COVILHÃ","GDM2","LGO.COVILHÃ",5
"BH2","BELO HORIZONTE","GDM2","R.EDUARDO CASTRO GANDRA",6
"C302","CURVA DO 30","GDM2","R.EDUARDO CASTRO GANDRA",7
"BV2","BELA VISTA","GDM2","R.EDUARDO CASTRO GANDRA",8
"ATSR2","ALTO DA SERRA","GDM2","R.EDUARDO CASTRO GANDRA",9
"BRR2","BARREIROS","GDM1","R.GUERRA JUNQUEIRO",10
"ESTV2","ESTIVADA","GDM1","R.GUERRA JUNQUEIRO",11
"STE5","S.TA EULÁLIA","GDM1","PRACETA HEROIS ULTRAMAR",12
"STCZ2","S.TA CRUZ","GDM1","R.DR.SEVERIANO",13
"STO2","S.TA OVAIA","GDM1","R.DR.SEVERIANO",14
"VARZ2","VÁRZEA","GDM1","AV.CARVALHA",15
"CB2","CARVALHA DE BAIXO","GDM1","AV.CARVALHA",16
"CV2","CARVALHA","GDM1","AV.CARVALHA",17
"DAC2","DR. AMÉRICO COSTA","GDM1","AV.CARVALHA",18
"ASOT2","ALTO DE SOUTELO","GDM1","AV.CARVALHA",19
"INFS2","INFANTE SANTO","GDM1","AV.D.JOAO I",20
"OTH2","OUTEIRINHO","GDM1","AV.D.JOAO I",21
"STBX2","SOUTELO BAIXO","GDM1","AV.D.JOAO I",22
"SCT2","S. CAETANO","GDM1","AV.D.JOAO I",23
"MEIR","MEIRAL","GDM1","R.AFONSO ALBUQUERQUE",24
"SR4","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",25
"SRGB3","S.ROQUE G. BARROS","PRT3","R.S.ROQUE LAMEIRA",26
"ILH2","ILHÉU","PRT3","R.S.ROQUE LAMEIRA",27
"CRT","CARTES","PRT3","R.S.ROQUE LAMEIRA",28
"CHOL2","CHAVES OLIVEIRA","PRT3","R.S.ROQUE LAMEIRA",29
"CRJ2","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",30
"EDRG4","ESTÁDIO DO DRAGÃO","PRT1","R.S.ROQUE LAMEIRA",31
"FVLH2","FONTE VELHA","PRT1","R.S.ROQUE LAMEIRA",32
"CSC","C. SAÚDE CAMPANHÃ","PRT1","R.S.ROQUE LAMEIRA",33
"PRF2","PR. DAS FLORES","PRT1","PR.DR.PEDRO.T.PEREIRA",34
"EIR3","EIRINHAS","PRT1","R.BONFIM",35
"BFM4","BONFIM","PRT1","R.BONFIM",36
"C24A5","CAMPO 24 DE AGOSTO","PRT1","R.BONFIM",37
"DJOA4","D. JOÃO IV","PRT1","R.FERNANDES TOMÁS",38
"BLM","BOLHÃO (METRO)","PRT1","R.FERNANDES TOMÁS",39
"MCBL3","MERCADO DO BOLHÃO","PRT1","R.SÁ BANDEIRA",40
"PRDJ1","PR. D. JOÃO I","PRT1","R.SÁ BANDEIRA",41
"HSA1","HOSP. STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",42
"CORD2","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",43
