code,name,zone,address,sequence
"TRD3","TRINDADE","PRT1","R.TRINDADE",1
"AL3","AV. ALIADOS","PRT1","AV.ALIADOS",2
"1SBNT1","EST.S.BENTO","PRT1","AV.D.AFONSO HENRIQUES",3
"LPDZ","L.GO 1º DEZEMBRO","PRT1","R.SARAIVA DE CARVALHO",4
"BTLH5","BATALHA","PRT1","R.ALEXANDRE HERCULANO",5
"ESPL1","ESCARPA SERRA PILAR","VNG1","AV.DOM JOÃO II",6
"QSPL1","QUARTEL SRR. PILAR","VNG1","R.RODRIGUES FREITAS",7
"JMRR1","JARDIM DO MORRO","VNG1","AV.REPÚBLICA",8
"GENT2","GENERAL TORRES","VNG1","AV.REPÚBLICA",9
"DSRR1","DANIEL SERRÃO","VNG1","AV. REPÚBLICA",10
"TRBG1","TRIBUNAL DE GAIA","VNG1","R.CONS.VELOSO CRUZ",11
"LGAV3","LGO. DOS AVIADORES","VNG1","R.MARQUÊS SÁ BANDEIRA",12
"BRRS","BARROSA","VNG1","TV.BARROSA",13
"TCVC","TV.CONSELHEIRO VELOSO DA CRUZ","VNG1","R.D.ANTÓNIO FERREIRA GOMES",14
"ALPR1","ALFÉRES PEREIRA","VNG1","R.VISCONDE DEVESAS",15
"VDV2","VISCONDE DEVESAS","VNG1","AV.INFANTE D.HENRIQUE",16
"SRRS1","SOARES DOS REIS","VNG1","AV.NUNO ÁLVARES",17
"CSSR1","C. SAÚDE S. REIS","VNG1","R.SOARES REIS",18
"LGET1","L. ESTEVÃO TORRES","VNG1","R.SOARES REIS",19
"ARR","ANTÓNIO R.ROCHA","VNG1","TV.RASA",20
"FMPT","FERNÃO MENDES PINTO","VNG1","R.JOÃO BARROS",21
"GAZ1","GOMES AZURARA","VNG1","R.FERNÃO LOPES",22
"BRIB1","BERNARDIM RIBEIRO","VNG1","AV.GIL VICENTE",23
"BRC1","BR. CEDRO","VNG1","AV.GIL VICENTE",24
"LBM","LABORIM","VNG1","R.CORUJEIRAS",25
"ACDR2","ALAMEDA CEDRO","VNG1","R.CORUJEIRAS",26
"FCAS1","FERREIRA DE CASTRO","VNG1","RUA FERREIRA DE CASTRO",27
"QTR3","QTA DAS ROSAS","VNG1","RUA FERREIRA DE CASTRO",28
"ALRD1","ALVES REDOL","VNG1","R.FLORBELA ESPANCA",29
"JFVP1","JUNTA FREG. VILAR DO PARAÍSO","VNG1","VIA 12",30
"VPRS1","VILAR DO PARAÍSO","VNG1","VIA 12",31
