code,name,zone,address,sequence
"COD4","CODICEIRA","VLG2","R.N.SRA.DO AMPARO",1
"VGM6","VASCO DA GAMA","VLG2","R.N.SRA.DO AMPARO",2
"COD","LGO DA CODICEIRA","VLG2","R.1 MAIO (N 105)",3
"ALXH2","ALEX. HERCULANO","VLG2","R.1 MAIO (N 105)",4
"ALF","ALFENA","VLG2","R.S.VICENTE",5
"TCT2","TV. DA COSTA","VLG2","R.S.VICENTE",6
"IGRA2","IGREJA DE ALFENA","VLG2","R.S.VICENTE",7
"BARR2","BARREIRA","VLG2","R.S.VICENTE",8
"ADNV2","ALDEIA NOVA","VLG2","R.S.VICENTE",9
"OLVR2","OLIVEIRAS","VLG2","R.S.VICENTE",10
"VSV2","VIELA S.VICENTE","VLG2","R.S.VICENTE",11
"CBD2","CABEDA","VLG2","R.S.VICENTE",12
"SPAZ2","S.RA DA PAZ","MAI4","R.S.VICENTE",13
"RGNG2","REGUENGO","MAI4","R.S.VICENTE",14
"ERMD2","ERMIDA","MAI4","R.S.VICENTE",15
"STNH2","SOUTINHO","MAI4","R.ERMESINDE SPORT CLUBE",16
"FNTE2","FONTE","MAI4","R.MANUEL J.FERNANDES SANTOS",17
"5OTR2","5 DE OUTUBRO","MAI4","R.5 OUTUBRO",18
"BVE2","ERMESINDE - B. V.","MAI4","R.5 OUTUBRO",19
"ERMI2","ERMESINDE (IGREJA)","MAI4","R.D.ANTÓNIO CASTRO MEIRELES",20
"ERM3","ERMESINDE (ESTAÇÃO)","MAI4","LGO.ESTAÇÃO",21
"CRZ2","CRUZEIRO","MAI4","R.RODRIGUES FREITAS",22
"PTCR2","PORTO CARREIRO","MAI4","R.RODRIGUES FREITAS",23
"SBR2","SAIBREIRAS","MAI4","R.RODRIGUES FREITAS",24
"CGK2","CALOUSTE GULBENKIAN","MAI4","R.RODRIGUES FREITAS",25
"CNSL2","CONSOLATA","MAI4","R.JÚLIO DINIS",26
"AM2","ALTO DA MAIA","MAI4","R.D.AFONSO HENRIQUES",27
"PCUA2","PÍCUA","MAI4","R.D.AFONSO HENRIQUES",28
"CORI2","CORISCOS","MAI4","R.D.AFONSO HENRIQUES",29
"CCOR","CASA DO CORIM","MAI4","R.D.AFONSO HENRIQUES",30
"CORM2","CORIM","MAI4","R.D.AFONSO HENRIQUES",31
"BRO2","BRÁS OLEIRO","MAI4","R.D.AFONSO HENRIQUES",32
"SGM","S. GEMIL","MAI4","R.DOM AFONSO HENRIQUES",33
"FRN2","FORNO","MAI4","R.DOM AFONSO HENRIQUES",34
"CRPO2","CRESPO","MAI4","R.DOM AFONSO HENRIQUES",35
"GIT2","GIESTA","MAI4","R.DOM AFONSO HENRIQUES",36
"TRI2","TRIANA","MAI4","R.DOM AFONSO HENRIQUES",37
"AFEI2","AREOSA (FEIRA)","MAI4","R.DOM AFONSO HENRIQUES",38
"ARSM2","AREOSA (MERCADO)","MAI4","R.DOM AFONSO HENRIQUES",39
"ARS3","AREOSA","PRT3","R.COSTA CABRAL",40
"AA2","ALTO DA AREOSA","PRT3","R.COSTA CABRAL",41
"ACO2","ANTÓNIO COELHO","PRT3","R.COSTA CABRAL",42
"STJ3","S.TA JUSTA","PRT3","R.COSTA CABRAL",43
"BRRS2","BARROCAS","PRT3","R.COSTA CABRAL",44
"CF2","CONDE FERREIRA","PRT3","R.COSTA CABRAL",45
"LW2","LUIS WOODHOUSE","PRT1","R.COSTA CABRAL",46
"SVT4","SILVA TAPADA","PRT1","R.COSTA CABRAL",47
"PLIM2","PIRES DE LIMA","PRT1","R.COSTA CABRAL",48
"COMB2","COMBATENTES","PRT1","R.COSTA CABRAL",49
"PSOC2","PERPÉTUO SOCORRO","PRT1","R.COSTA CABRAL",50
"MPL4","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",51
"DCAS2","DOZE CASAS","PRT1","R.SANTA CATARINA",52
"FTNH2","FONTINHA","PRT1","R.SANTA CATARINA",53
"BLRB3","BOLHÃO","PRT1","R.BOLHÃO",54
