code,name,zone,address,sequence
"CORD5","CORDOARIA","PRT1","R.DR.FERREIRA SILVA",1
"CMO","CARMO","PRT1","R.CARMO",2
"HSA1","HOSP. STO. ANTÓNIO","PRT1","R.ALBERTO AIRES GOUVEIA",3
"PAL6","PALÁCIO","PRT1","R.RESTAURAÇÃO",4
"EQ4","ENTRE QUINTAS","PRT1","R.RESTAURAÇÃO",5
"IGRM2","IGREJA DE MASSARELOS","PRT1","R.RESTAURAÇÃO",6
"MON2","MONCHIQUE","PRT1","R.MONCHIQUE",7
"ALFG2","ALFÂNDEGA","PRT1","R.NOVA ALFÂNDEGA",8
"MRG2","MIRAGAIA","PRT1","R.NOVA ALFÂNDEGA",9
"RBRI2","RIBEIRA (INFANTE)","PRT1","LGO.S.FRANCISCO",10
"RBR1","RIBEIRA","PRT1","R.INFANTE D.HENRIQUE",11
"ELVG1","ELEVADOR GUINDAIS","PRT1","AV.GUSTAVO EIFFEL",12
"PLU3","PONTE LUÍZ I","VNG1","R.GEN.TORRES",13
"GNR3","GNR","VNG1","R.GEN.TORRES",14
"CM5","CAMÕES","VNG1","R.LUÍS CAMÕES",15
"GENT2","GENERAL TORRES","VNG1","AV.REPÚBLICA",16
"DSRR1","DANIEL SERRÃO","VNG1","AV. REPÚBLICA",17
"TRBG1","TRIBUNAL DE GAIA","VNG1","R.CONS.VELOSO CRUZ",18
"LGAV3","LGO. DOS AVIADORES","VNG1","R.MARQUÊS SÁ BANDEIRA",19
"SRRS3","SOARES DOS REIS","VNG1","R.MARQUÊS SÁ BANDEIRA",20
"DP5","D.PEDRO V","VNG1","R.D.PEDRO V",21
"PREP2","PARQUE DA REPÚBLICA","VNG1","R.D.PEDRO V",22
"BIBG1","BIBLIOTECA DE GAIA","VNG1","AV. REPÚBLICA",23
"DJM1","D.JOÃO II (METRO)","VNG1","AV. REPÚBLICA",24
"SO3","STO. OVÍDIO","VNG1","AV. REPÚBLICA",25
