code,name,zone,address,sequence
"CORD3","CORDOARIA","PRT1","R.DR.FERREIRA SILVA",1
"CMO","CARMO","PRT1","R.CARMO",2
"HSA5","HOSP. ST. ANTÓNIO","PRT1","R.D.MANUEL II",3
"PAL3","PALÁCIO","PRT1","R.JÚLIO DINIS",4
"PRG1","PR. DA GALIZA","PRT1","R.JÚLIO DINIS",5
"BS1","BOAVISTA - B.SUCESSO","PRT1","R.JÚLIO DINIS",6
"BCM3","BOAVISTA-CASA DA MÚSICA","PRT1","AV.FRANÇA",7
"GRC1","GRACIOSA","PRT1","AV.FRANÇA",8
"CSBV","CASA DE SAÚDE DA BOAVISTA","PRT1","R.PEDRO HISPANO",9
"SDP1","SIDÓNIO PAIS","PRT1","AV.SIDÓNIO PAIS",10
"FZIN1","FRANCOS Z. INDUSTR","PRT2","AV.ASSOC.EMP.DE PORTUGAL",11
"RAEP1","ROT. A.E.P.","PRT2","AV.ASSOC.EMP.DE PORTUGAL",12
"CONT","CONTINENTE","MTS1","VIA ACESSO CONTINENTE",13
"AZC1","AZENHA DE CIMA","MTS1","R.DR.EDUARDO TORRES",14
"HSPH1","HOSP. P. HISPANO","MTS1","R.DR.EDUARDO TORRES",15
"QSEC1","QUINTA SECA","MTS1","R.DR.EDUARDO TORRES",16
"PREA1","PARQUE DE REAL","MTS1","AV.VILLAGARCIA AROSA",17
"ESGZ1","E. SEC. G. ZARCO","MTS1","AV.VILLAGARCIA AROSA",18
"DNAP3","D. NUNO A. PEREIRA","MTS1","AV.VILLAGARCIA AROSA",19
"CRV1","CARCAVELOS","MTS1","AV.D.AFONSO HENRIQUES",20
"MATC1","MATOSINHOS (CMM)","MTS1","R.1 DE MAIO",21
"GOA1","GOA","MTS1","R.ALFREDO CUNHA",22
"PQBT2","PQ BASÍLIO TELES","MTS1","R.LÓ FERREIRA",23
"BRTC4","BRITO CAPELO","MTS1","R.TOMÁS RIBEIRO",24
"GODH5","GODINHO","MTS1","AV.SERPA PINTO",25
"LOTA1","LOTA","MTS1","AV.SERPA PINTO",26
"SP1","S. PEDRO","MTS1","AV.SERPA PINTO",27
"MATM1","MATOSINHOS MERCADO","MTS1","AV.ENG.DUARTE PACHECO",28
"SMAT1","SENHOR MATOSINHOS","MTS1","AV.COMERCIO LEIXÕES",29
"RGDI3","REGADIO","MTS1","AV.COMERCIO LEIXÕES",30
"HIPD","HIPÓDROMO","MTS2","AV.DR.ANTUNES GUIMARÃES",31
"QTC1","Q.TA DA CONCEICÃO","MTS2","AV.DR.ANTUNES GUIMARÃES",32
"C61","CAIS 6","MTS2","AV.DR.ANTUNES GUIMARÃES",33
"QSTG1","QUINTA DE SANTIAGO","MTS2","AV.DR.ANTUNES GUIMARÃES",34
"PMV1","PONTE MOVEL","MTS2","AV.DR.ANTUNES GUIMARÃES",35
"FTV1","FONTE VILA","MTS2","AV.DR.ANTUNES GUIMARÃES",36
"FSCA1","FRESCA","MTS2","AV.DR.ANTUNES GUIMARÃES",37
"APDL1","APDL","MTS2","AV.LIBERDADE",38
"PLE1","PRAIA DE LEÇA","MTS2","AV.LIBERDADE",39
"PISM1","PISCINA DAS MARÉS","MTS2","AV.COMBATENTES G.GUERRA",40
"ESBN1","ESC. SEC. BOA NOVA","MTS2","AV.COMBATENTES G.GUERRA",41
"IGRL3","IGREJA DE LEÇA","MTS2","R.SOL POENTE",42
"PCVL1","PERO COVILHÃ","MTS2","R.SOL POENTE",43
"SOLP1","SOL POENTE","MTS2","R.SOL POENTE",44
"HMBC1","HUMBERTO CRUZ","MTS2","R.ENG.FERNANDO PINTO OLIVEIRA",45
"CSLP1","C. SAÚDE LEÇA PALMEIRA","MTS2","R.ENG.FERNANDO PINTO OLIVEIRA",46
"AMR3","AMOROSA","MTS2","AV.DR. FERNANDO AROSO",47
"REXP2","ROT. DA EXPONOR","MTS2","R.VELOSO SALGADO",48
"FMAI2","FRANCISCO MAIA","MTS2","R.DE VELOSO SALGADO",49
"LFC2","LEÇA F. CLUBE","MTS2","R.DE VELOSO SALGADO",50
"IKEA1","MAR SHOPPING - IKEA","MTS2","AV.DR.ÓSCAR LOPES",51
