code,name,zone,address,sequence
"TVG4","TRAVAGEM","MAI4","R.SIMÕES LOPES",1
"RLC2","RIO LEÇA","MAI4","R.ELIAS GARCIA",2
"RGFT2","RODRIGUES FREITAS","MAI4","R.ELIAS GARCIA",3
"MSHP4","MAIASHOPPING","MAI4","R.ELIAS GARCIA",4
"CML2","CAMÉLIAS","MAI4","R.ELIAS GARCIA",5
"GAN2","GANDRA","MAI4","R.D.AFONSO HENRIQUES",6
"MRT2","MIRANTE","MAI4","R.D.AFONSO HENRIQUES",7
"MEIL2","MEILÃO","MAI4","R.D.AFONSO HENRIQUES",8
"AM2","ALTO DA MAIA","MAI4","R.D.AFONSO HENRIQUES",9
"PCUA2","PÍCUA","MAI4","R.D.AFONSO HENRIQUES",10
"CORI2","CORISCOS","MAI4","R.D.AFONSO HENRIQUES",11
"CCOR","CASA DO CORIM","MAI4","R.D.AFONSO HENRIQUES",12
"CORM2","CORIM","MAI4","R.D.AFONSO HENRIQUES",13
"BRO2","BRÁS OLEIRO","MAI4","R.D.AFONSO HENRIQUES",14
"SGM","S. GEMIL","MAI4","R.DOM AFONSO HENRIQUES",15
"FRN2","FORNO","MAI4","R.DOM AFONSO HENRIQUES",16
"CRPO2","CRESPO","MAI4","R.DOM AFONSO HENRIQUES",17
"GIT2","GIESTA","MAI4","R.DOM AFONSO HENRIQUES",18
"TRI2","TRIANA","MAI4","R.DOM AFONSO HENRIQUES",19
"AFEI2","AREOSA (FEIRA)","MAI4","R.DOM AFONSO HENRIQUES",20
"ARSM2","AREOSA (MERCADO)","MAI4","R.DOM AFONSO HENRIQUES",21
"ARS3","AREOSA","PRT3","R.COSTA CABRAL",22
"AA2","ALTO DA AREOSA","PRT3","R.COSTA CABRAL",23
"ACO2","ANTÓNIO COELHO","PRT3","R.COSTA CABRAL",24
"STJ3","S.TA JUSTA","PRT3","R.COSTA CABRAL",25
"BRRS2","BARROCAS","PRT3","R.COSTA CABRAL",26
"CF2","CONDE FERREIRA","PRT3","R.COSTA CABRAL",27
"LW2","LUIS WOODHOUSE","PRT1","R.COSTA CABRAL",28
"SVT4","SILVA TAPADA","PRT1","R.COSTA CABRAL",29
"PLIM2","PIRES DE LIMA","PRT1","R.COSTA CABRAL",30
"COMB2","COMBATENTES","PRT1","R.COSTA CABRAL",31
"PSOC2","PERPÉTUO SOCORRO","PRT1","R.COSTA CABRAL",32
"MPL4","MARQUÊS","PRT1","PR.MARQUÊS POMBAL",33
"DCAS2","DOZE CASAS","PRT1","R.SANTA CATARINA",34
"FTNH2","FONTINHA","PRT1","R.SANTA CATARINA",35
"BLRB3","BOLHÃO","PRT1","R.BOLHÃO",36
