code,name,zone,address,sequence
"BLRB4","BOLHÃO","PRT1","R.FIRMEZA",1
"MCBL3","MERCADO DO BOLHÃO","PRT1","R.SÁ BANDEIRA",2
"SCAT1","S.TA CATARINA","PRT1","R.FORMOSA",3
"PDR","LARGO DO PADRÃO","PRT1","R.FORMOSA",4
"C24A1","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",5
"BL4","BARROS LIMA","PRT1","AV.FERNÃO DE MAGALHÃES",6
"ESR1","ESC.SOARES DOS REIS","PRT1","AV.FERNÃO DE MAGALHÃES",7
"SCRP5","S. CRISPIM","PRT1","AV.FERNÃO MAGALHAES",8
"MAV1","MONTE AVENTINO","PRT1","AV.FERNÃO MAGALHAES",9
"IANT3","IGREJA DAS ANTAS","PRT1","ALAM.DAS ANTAS",10
"AANT1","ALAMEDA DAS ANTAS","PRT1","ALAM.DAS ANTAS",11
"EDRG1","ESTÁDIO DO DRAGÃO","PRT1","ALAM.DAS ANTAS",12
"CRJ1","CORUJEIRA","PRT3","R.S.ROQUE LAMEIRA",13
"FSTO1","FERR. DOS SANTOS","PRT3","R.ESCOLAS",14
"FALC","FALCÃO","PRT3","R.ESCOLAS",15
"CRT2","CARTES","PRT3","R.ESCOLAS",16
"PREG","PESO DA RÉGUA","PRT3","R.PESO REGUA",17
"CPTO","CERCO DO PORTO","PRT3","R.SANTA MARTA PENAGUIÃO",18
"PSG","PEDRAS SALGADAS","PRT3","R.CÊRCO PORTO",19
"VNFZ2","VILA NOVA FOZ CÔA","PRT3","R.CÊRCO PORTO",20
"RCP2","R. CERCO DO PORTO","PRT3","R.CÊRCO PORTO",21
"SR3","S. ROQUE","PRT3","R.ANTERO ANTUNES DE ALBUQUERQUE",22
