code,name,zone,address,sequence
"PQN3","PARQUE NASCENTE","PRT3","Rua do Parque Nascente",1
"PQN1","PARQUE NASCENTE","PRT3","ESTR.CIRCUNVALAÇÃO",2
"VLC1","VILA COVA","PRT3","ESTR.CIRCUNVALAÇÃO",3
"EQ5","EÇA DE QUEIROS","PRT3","R.EÇA DE QUEIROS",4
"TPT3","TV. DA PONTE","PRT3","R.AFONSO ALBUQUERQUE",5
"SR4","S. ROQUE","PRT3","R.S.ROQUE LAMEIRA",6
"SRGB3","S.ROQUE G. BARROS","PRT3","R.S.ROQUE LAMEIRA",7
"ESCL2","ESCOLAS","PRT3","R.N.SRA.CALVÁRIO",8
"PREG","PESO DA RÉGUA","PRT3","R.PESO REGUA",9
"CPTO2","CERCO DO PORTO","PRT3","R.PESO REGUA",10
"LGTN2","LAGARTEIRO (NORTE)","PRT3","AV.ARTUR ANDRADE",11
"PQO2","PARQUE ORIENTAL","PRT3","AV.FRANCISCO XAVIER ESTEVES",12
"BLGT2","BR.LAGARTEIRO","PRT3","R.DIOGO MACEDO",13
"AZV2","AZEVEDO","PRT3","R.Dr MANUEL FIGUEIREDO",14
"LGT2","LAGARTEIRO","PRT3","R.AZEVÊDO",15
"RAZ","R. AZEVEDO","PRT3","R.AZEVÊDO",16
"BNJ1","BONJÓIA","PRT3","ESTR.CIRCUNVALAÇÃO",17
"FRX4","FREIXO","PRT3","ESTR.CIRCUNVALAÇÃO",18
"EDP2","EDP","PRT1","R.FREIXO",19
"NDA2","NOEDA","PRT1","R.FREIXO",20
"CMP1","CAMPANHÃ","PRT1","R.JUSTINO TEIXEIRA",21
"PBSS2","PINTO BESSA","PRT1","R.PADRE ANTÓNIO VIEIRA",22
"CSS3","CAPELA S.RA SAÚDE","PRT1","R.HEROÍSMO",23
"HER2","HEROISMO","PRT1","R.HEROÍSMO",24
"PRDR1","PRADO REPOUSO","PRT1","AV.RODRIGUES FREITAS",25
"SLZ3","S. LÁZARO","PRT1","AV.RODRIGUES FREITAS",26
"DQL1","DUQUE LOULÉ","PRT1","AV.RODRIGUES FREITAS",27
"ALXH3","ALEX. HERCULANO","PRT1","R.ALEXANDRE HERCULANO",28
"BTLH1","BATALHA","PRT1","PR.BATALHA",29
"PRDJ","PR. D. JOÃO I","PRT1","R.DR.MAGALHÃES LEMOS",30
"TRD6","TRINDADE","PRT1","R.HERÓIS M.ANGOLA",31
