code,name,zone,address,sequence
"STLN1","STA. LUZIA (NORTE)","PRT2","R.SRA.PORTO",1
"ASP2","ALBERTO SAMPAIO","PRT2","R.ALBERTO SAMPAIO",2
"STLZ1","STA. LUZIA","PRT2","R.SANTA LUZIA",3
"BRA4","BR. DO AMIAL","PRT2","R.AURÉLIO PAZ DOS REIS",4
"CPSF2","CAPELA SRA.FÁTIMA","PRT2","R.ENG.CARLOS AMARANTE",5
"BRRG2","BR.REGADO","PRT2","R.ENG.CARLOS AMARANTE",6
"CAM3","CARLOS AMARANTE","PRT3","R.AMIAL",7
"CI32","CINTURA INTERNA","PRT1","R.AMIAL",8
"ADA3","ARCA D ÁGUA","PRT1","R.VALE FORMOSO",9
"CSP2","C. SAÚDE PARANHOS","PRT1","R.VALE FORMOSO",10
"VFM6","VALE FORMOSO","PRT1","R.VALE FORMOSO",11
"CNTT2","CONSTITUIÇÃO","PRT1","R.ANTERO QUENTAL",12
"HSM4","HOSP. S.TA MARIA","PRT1","R.ANTERO QUENTAL",13
"LAPA2","LAPA","PRT1","LGO.LAPA",14
"PRR5","PR. DA REPÚBLICA","PRT1","PR.REPÚBLICA",15
"TRD5","TRINDADE","PRT1","R.CAMÕES",16
"1AL5","ALIADOS","PRT1","AV.ALIADOS",17
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",18
