code,name,zone,address,sequence
"HSJ8","HOSP. S. JOÃO (CIRCUNVALAÇÃO)","PRT3","ESTR.CIRCUNVALAÇÃO",1
"ASP3","ASPRELA","PRT3","ESTR.CIRCUNVALAÇÃO",2
"ENX1","ENXURREIRAS","PRT3","ESTR.CIRCUNVALAÇÃO",3
"ARS8","AREOSA","PRT3","ESTR.CIRCUNVALAÇÃO",4
"RGSM2","RODRIGUES SEMIDE","PRT3","AV.FERNÃO MAGALHAES",5
"STJ4","STA. JUSTA","PRT3","AV.FERNÃO MAGALHAES",6
"BRCC2","BR. COSTA CABRAL","PRT3","AV.FERNÃO MAGALHAES",7
"RCON","R. CONTUMIL","PRT3","AV.FERNÃO MAGALHAES",8
"ANT2","ANTAS (L. CIDADÃO)","PRT1","AV.FERNÃO DE MAGALHÃES",9
"MAV2","MONTE AVENTINO","PRT1","AV.FERNÃO MAGALHAES",10
"SCRP6","S. CRISPIM","PRT1","AV.FERNÃO DE MAGALHÃES",11
"ESR2","ESC.SOARES DOS REIS","PRT1","AV.FERNÃO DE MAGALHÃES",12
"BL2","BARROS LIMA","PRT1","AV.FERNÃO DE MAGALHÃES",13
"NAVE2","NAVE","PRT1","AV.FERNÃO DE MAGALHÃES",14
"C24A3","CAMPO 24 DE AGOSTO","PRT1","C.24 AGOSTO",15
"DJOA4","D. JOÃO IV","PRT1","R.FERNANDES TOMÁS",16
"BLM","BOLHÃO (METRO)","PRT1","R.FERNANDES TOMÁS",17
"MCBL3","MERCADO DO BOLHÃO","PRT1","R.SÁ BANDEIRA",18
"PRDJ1","PR. D. JOÃO I","PRT1","R.SÁ BANDEIRA",19
"PRFL","PR.FILIPA DE LENCASTRE","PRT1","R.ELISIO DE MELO",20
"GGF1","GUILHERME GOMES FERNANDES","PRT1","PR.GUILHERME GOMES FERNANDES",21
"CMO","CARMO","PRT1","R.CARMO",22
"CORD4","CORDOARIA","PRT1","C.MÁRTIRES PÁTRIA",23
