code,name,zone,address,sequence
"BARC2","BARCA","MAI3","R.GESTALINHO",1
"JFB3","JUNTA FREG. BARCA","MAI3","R.P. ABÍLIO SAMPAIO",2
"PAS2","P. ABÍLIO SAMPAIO","MAI3","R.P. ABÍLIO SAMPAIO",3
"HIP2","HIPERMERCADO","MAI3","VIA COMENDADOR VALENTIM DOS SANTOS DINIS",4
"AQR2","AQUILINO RIBEIRO","MAI3","R.DR.BERNARDINO MACHADO",5
"PINT2","PINTA","MAI3","R.ENG.DUARTE PACHECO",6
"AC4","ALTINO COELHO","MAI1","R.ENG.DUARTE PACHECO",7
"FCR2","FERREIRA DA CRUZ","MAI1","R.DOMINGOS BARREIROS TOMÉ",8
"FOR2","FÓRUM","MAI1","R.SIMÃO BOLIVAR",9
"MAIA","MAIA","MAI1","AV.VISCONDE BARREIROS",10
"VIS","VISO","MAI1","R.SANTA CASA MESERICORDIA MAIA",11
"PSP1","PSP","MAI1","R.AUGUSTO MARTINS",12
"IMAI2","IGREJA DA MAIA","MAI1","AV.ANTÓNIO SANTOS LEITE",13
"SL1","SANTOS LEITE","MAI1","AV.ANTÓNIO SANTOS LEITE",14
"LVR2","ROT.LAVRADOR","MAI1","R.AUGUSTO SIMÕES",15
"CBN2","COMBONIANOS","MAI1","R.AUGUSTO SIMÕES",16
"CTSS2","CATASSOL","MAI1","R.DE CATASSOL",17
"AAX2","ANTONIO ALEIXO","MAI1","R.DE CATASSOL",18
"SRSD2","S.RA DA SAÚDE","MAI1","R.SANTANA",19
"STN2","SANTANA","MAI1","R.SANTANA",20
"TF2","TV. FEIRA","MAI1","R.SANTANA",21
"PRNT","PAULO RANITO","MAI1","R.SANTANA",22
"PMQ2","PEDRO MESQUITA","MAI1","R.SANTANA",23
"PP2","PONTE DA PEDRA","MAI1","R.GODINHO FARIA",24
"ASZ2","ABEL SALAZAR","MAI1","R.GODINHO FARIA",25
"CSSM2","C. SAÚDE S. MAMEDE","MAI1","R.GODINHO FARIA",26
"SM2","SÁ E MELO","MAI1","R.GODINHO FARIA",27
"SMM2","S. MAMEDE","MAI1","R.GODINHO FARIA",28
"SMMM2","S. MAMEDE (MERCADO)","MAI1","R.SILVA BRINCO",29
"FLOS2","FLORES","MAI1","R.SILVA BRINCO",30
"TLHO2","TELHEIRO","MAI1","R.SILVA BRINCO",31
"AML4","AMIAL","MAI1","R.AMIAL",32
"AZ","AZENHA","PRT3","R.AMIAL",33
"BLG2","BERLENGAS","PRT3","R.AMIAL",34
"TLHR2","TELHEIRA","PRT3","R.AMIAL",35
"CAM3","CARLOS AMARANTE","PRT3","R.AMIAL",36
"CI32","CINTURA INTERNA","PRT1","R.AMIAL",37
"ADA3","ARCA D ÁGUA","PRT1","R.VALE FORMOSO",38
"CSP2","C. SAÚDE PARANHOS","PRT1","R.VALE FORMOSO",39
"VFM6","VALE FORMOSO","PRT1","R.VALE FORMOSO",40
"CNTT2","CONSTITUIÇÃO","PRT1","R.ANTERO QUENTAL",41
"HSM4","HOSP. S.TA MARIA","PRT1","R.ANTERO QUENTAL",42
"LAPA2","LAPA","PRT1","LGO.LAPA",43
"PRR5","PR. DA REPÚBLICA","PRT1","PR.REPÚBLICA",44
"TRD5","TRINDADE","PRT1","R.CAMÕES",45
"1AL5","ALIADOS","PRT1","AV.ALIADOS",46
"1AL2","AV.ALIADOS","PRT1","AV.ALIADOS",47
