code,name,zone,address,sequence
"BSEE2","BR.STO.EUGÉNIO (ESCOLA)","PRT2","R.CEGONHAS",1
"CTV2","COTOVIAS","PRT2","R.CEGONHAS",2
"QTL2","QUARTEL MILITAR","PRT2","ESTR.CIRCUNVALAÇÃO",3
"AV2","ALTO DO VISO","PRT2","ESTR.CIRCUNVALAÇÃO",4
"RSR2","R. DO SENHOR","PRT2","ESTR.CIRCUNVALAÇÃO",5
"JAZ2","JERÓNIMO AZEVEDO","PRT2","R.JERÓNIMO AZEVEDO",6
"VIS4","VISO","PRT2","R.FERREIRA CASTRO",7
"VIS1","VISO (METRO)","PRT2","R.BORDEAUX",8
"VIS5","VISO (METRO)","PRT2","R.JOÃO COUTINHO",9
"JPAZ2","JULGADO DE PAZ","PRT2","R.JOÃO COUTINHO",10
"RM4","RAMALDE DO MEIO","PRT2","R.JOÃO COUTINHO",11
"PREL2","PRELADA","PRT2","R.PADRE DIAMANTINO",12
"URBP4","URB.PRELADA II","PRT2","R.PROFESSOR ANTÃO ALMEIDA GARRETT",13
"URBP2","URB. PRELADA","PRT2","R.DE MARIA LAMAS",14
"PREL5","PRELADA","PRT1","R.CENTRAL FRANCOS",15
"MLAM3","MARIA LAMAS","PRT1","TV.PRELADA",16
"CTS3","CASTELOS","PRT1","RUA TEODORO DE SOUSA MALDONADO",17
"LUG2","LUGARINHO","PRT1","RUA ARTUR OLIVEIRA VALENÇA",18
"SOCR","SOARES CORREIA","PRT1","R.FRANCOS",19
"CVI5","CARVALHIDO","PRT1","R.PRELADA",20
"NAT2","NATÁRIA","PRT1","R.NATÁRIA",21
"BVLH3","BICA VELHA","PRT1","R.S.DINIS",22
"SVP2","SILVA PORTO","PRT1","R.S.DINIS",23
"VFM3","VALE FORMOSO","PRT1","R.S.DINIS",24
"ACN1","ANTÓNIO CÂNDIDO","PRT1","R.ANTÓNIO CÂNDIDO",25
"CONS2","CONSTITUIÇÃO","PRT1","R.CANTOR ZECA AFONSO",26
"FG2","FARIA GUIMARÃES","PRT1","R.JOÃO PEDRO RIBEIRO",27
"MPL11","MARQUÊS","PRT1","R.JOÃO PEDRO RIBEIRO",28
"RALG","R. DA ALEGRIA","PRT1","R.LATINO COELHO",29
"DAM","D.AMÉLIA","PRT1","R.SANTOS POUSADA",30
"MTT2","MONTE TADEU","PRT1","R.SANTOS POUSADA",31
"MOR3","MOREIRA","PRT1","R.SANTOS POUSADA",32
"MRD","MOREDA","PRT1","R.SANTOS POUSADA",33
"C24A2","CAMPO 24 DE AGOSTO","PRT1","R.BONFIM",34
"BFM2","BONFIM","PRT1","R.BONFIM",35
"PCC1","PISCINA CAMPANHÃ","PRT1","R.PINTO BESSA",36
"CMP1","CAMPANHÃ","PRT1","R.JUSTINO TEIXEIRA",37
